x,y,model,repetition,subsample,train_dataset,eval_dataset
3.5,0.21419575075366692,qsofa ,4,5,aumc,mimic
3.5,0.21214442217462645,qsofa ,4,6,aumc,mimic
4.0,0.20928582790700057,qsofa ,4,7,aumc,mimic
4.5,0.21342652135652873,qsofa ,4,8,aumc,mimic
4.0,0.2126613688076256,qsofa ,4,9,aumc,mimic
6.5,0.22605373657914316,sirs  ,0,0,aumc,mimic
6.5,0.22536323898969246,sirs  ,0,1,aumc,mimic
6.5,0.21989732053035754,sirs  ,0,2,aumc,mimic
7.5,0.2239993827865583,sirs  ,0,3,aumc,mimic
7.0,0.22356732748347952,sirs  ,0,4,aumc,mimic
6.5,0.2235995338409911,sirs  ,0,5,aumc,mimic
6.0,0.22373054708807955,sirs  ,0,6,aumc,mimic
6.5,0.2215872962527306,sirs  ,0,7,aumc,mimic
7.5,0.22228983562562896,sirs  ,0,8,aumc,mimic
6.75,0.22423212747918847,sirs  ,0,9,aumc,mimic
6.5,0.22605373657914316,sirs  ,1,0,aumc,mimic
6.5,0.22536323898969246,sirs  ,1,1,aumc,mimic
6.5,0.21989732053035754,sirs  ,1,2,aumc,mimic
7.5,0.2239993827865583,sirs  ,1,3,aumc,mimic
7.0,0.22356732748347952,sirs  ,1,4,aumc,mimic
6.5,0.2235995338409911,sirs  ,1,5,aumc,mimic
6.0,0.22373054708807955,sirs  ,1,6,aumc,mimic
6.5,0.2215872962527306,sirs  ,1,7,aumc,mimic
7.5,0.22228983562562896,sirs  ,1,8,aumc,mimic
6.75,0.22423212747918847,sirs  ,1,9,aumc,mimic
6.5,0.22605373657914316,sirs  ,2,0,aumc,mimic
6.5,0.22536323898969246,sirs  ,2,1,aumc,mimic
6.5,0.21989732053035754,sirs  ,2,2,aumc,mimic
7.5,0.2239993827865583,sirs  ,2,3,aumc,mimic
7.0,0.22356732748347952,sirs  ,2,4,aumc,mimic
6.5,0.2235995338409911,sirs  ,2,5,aumc,mimic
6.0,0.22373054708807955,sirs  ,2,6,aumc,mimic
6.5,0.2215872962527306,sirs  ,2,7,aumc,mimic
7.5,0.22228983562562896,sirs  ,2,8,aumc,mimic
6.75,0.22423212747918847,sirs  ,2,9,aumc,mimic
6.5,0.22605373657914316,sirs  ,3,0,aumc,mimic
6.5,0.22536323898969246,sirs  ,3,1,aumc,mimic
6.5,0.21989732053035754,sirs  ,3,2,aumc,mimic
7.5,0.2239993827865583,sirs  ,3,3,aumc,mimic
7.0,0.22356732748347952,sirs  ,3,4,aumc,mimic
6.5,0.2235995338409911,sirs  ,3,5,aumc,mimic
6.0,0.22373054708807955,sirs  ,3,6,aumc,mimic
6.5,0.2215872962527306,sirs  ,3,7,aumc,mimic
7.5,0.22228983562562896,sirs  ,3,8,aumc,mimic
6.75,0.22423212747918847,sirs  ,3,9,aumc,mimic
6.5,0.22605373657914316,sirs  ,4,0,aumc,mimic
6.5,0.22536323898969246,sirs  ,4,1,aumc,mimic
6.5,0.21989732053035754,sirs  ,4,2,aumc,mimic
7.5,0.2239993827865583,sirs  ,4,3,aumc,mimic
7.0,0.22356732748347952,sirs  ,4,4,aumc,mimic
6.5,0.2235995338409911,sirs  ,4,5,aumc,mimic
6.0,0.22373054708807955,sirs  ,4,6,aumc,mimic
6.5,0.2215872962527306,sirs  ,4,7,aumc,mimic
7.5,0.22228983562562896,sirs  ,4,8,aumc,mimic
6.75,0.22423212747918847,sirs  ,4,9,aumc,mimic
0.0,0.27214140999187725,sofa  ,0,0,aumc,mimic
0.0,0.2708122489959839,sofa  ,0,1,aumc,mimic
0.0,0.27219595672477304,sofa  ,0,2,aumc,mimic
0.0,0.26977497076714263,sofa  ,0,3,aumc,mimic
0.0,0.270343295946723,sofa  ,0,4,aumc,mimic
0.0,0.26789285641991056,sofa  ,0,5,aumc,mimic
0.0,0.27301751738564595,sofa  ,0,6,aumc,mimic
0.0,0.26894395603360455,sofa  ,0,7,aumc,mimic
0.0,0.272694099197933,sofa  ,0,8,aumc,mimic
0.0,0.27298802395209576,sofa  ,0,9,aumc,mimic
0.0,0.27214140999187725,sofa  ,1,0,aumc,mimic
0.0,0.2708122489959839,sofa  ,1,1,aumc,mimic
0.0,0.27219595672477304,sofa  ,1,2,aumc,mimic
0.0,0.26977497076714263,sofa  ,1,3,aumc,mimic
0.0,0.270343295946723,sofa  ,1,4,aumc,mimic
0.0,0.26789285641991056,sofa  ,1,5,aumc,mimic
0.0,0.27301751738564595,sofa  ,1,6,aumc,mimic
0.0,0.26894395603360455,sofa  ,1,7,aumc,mimic
0.0,0.272694099197933,sofa  ,1,8,aumc,mimic
0.0,0.27298802395209576,sofa  ,1,9,aumc,mimic
0.0,0.27214140999187725,sofa  ,2,0,aumc,mimic
0.0,0.2708122489959839,sofa  ,2,1,aumc,mimic
0.0,0.27219595672477304,sofa  ,2,2,aumc,mimic
0.0,0.26977497076714263,sofa  ,2,3,aumc,mimic
0.0,0.270343295946723,sofa  ,2,4,aumc,mimic
0.0,0.26789285641991056,sofa  ,2,5,aumc,mimic
0.0,0.27301751738564595,sofa  ,2,6,aumc,mimic
0.0,0.26894395603360455,sofa  ,2,7,aumc,mimic
0.0,0.272694099197933,sofa  ,2,8,aumc,mimic
0.0,0.27298802395209576,sofa  ,2,9,aumc,mimic
0.0,0.27214140999187725,sofa  ,3,0,aumc,mimic
0.0,0.2708122489959839,sofa  ,3,1,aumc,mimic
0.0,0.27219595672477304,sofa  ,3,2,aumc,mimic
0.0,0.26977497076714263,sofa  ,3,3,aumc,mimic
0.0,0.270343295946723,sofa  ,3,4,aumc,mimic
0.0,0.26789285641991056,sofa  ,3,5,aumc,mimic
0.0,0.27301751738564595,sofa  ,3,6,aumc,mimic
0.0,0.26894395603360455,sofa  ,3,7,aumc,mimic
0.0,0.272694099197933,sofa  ,3,8,aumc,mimic
0.0,0.27298802395209576,sofa  ,3,9,aumc,mimic
0.0,0.27214140999187725,sofa  ,4,0,aumc,mimic
0.0,0.2708122489959839,sofa  ,4,1,aumc,mimic
0.0,0.27219595672477304,sofa  ,4,2,aumc,mimic
0.0,0.26977497076714263,sofa  ,4,3,aumc,mimic
0.0,0.270343295946723,sofa  ,4,4,aumc,mimic
0.0,0.26789285641991056,sofa  ,4,5,aumc,mimic
0.0,0.27301751738564595,sofa  ,4,6,aumc,mimic
0.0,0.26894395603360455,sofa  ,4,7,aumc,mimic
0.0,0.272694099197933,sofa  ,4,8,aumc,mimic
0.0,0.27298802395209576,sofa  ,4,9,aumc,mimic
4.0,0.2587377155749302,attn  ,0,0,eicu,aumc
4.0,0.2663349437722812,attn  ,0,1,eicu,aumc
4.0,0.25697115384615377,attn  ,0,2,eicu,aumc
4.0,0.26818508684589,attn  ,0,3,eicu,aumc
4.0,0.2618145161290323,attn  ,0,4,eicu,aumc
4.0,0.2638014686598479,attn  ,0,5,eicu,aumc
4.0,0.2635645604395604,attn  ,0,6,eicu,aumc
4.0,0.25671549155908635,attn  ,0,7,eicu,aumc
4.0,0.25304334058010725,attn  ,0,8,eicu,aumc
4.0,0.2524205912013477,attn  ,0,9,eicu,aumc
5.0,0.28264469441648066,attn  ,1,0,eicu,aumc
4.5,0.28387361204262607,attn  ,1,1,eicu,aumc
4.0,0.28310522976524966,attn  ,1,2,eicu,aumc
4.5,0.27800797268142136,attn  ,1,3,eicu,aumc
4.0,0.2767292003029047,attn  ,1,4,eicu,aumc
5.0,0.27351091278667883,attn  ,1,5,eicu,aumc
4.5,0.2766291825716153,attn  ,1,6,eicu,aumc
4.5,0.285516691148509,attn  ,1,7,eicu,aumc
4.5,0.2672397736687625,attn  ,1,8,eicu,aumc
4.0,0.2880116959064327,attn  ,1,9,eicu,aumc
2.0,0.27538829151732375,attn  ,2,0,eicu,aumc
1.0,0.2861603088101725,attn  ,2,1,eicu,aumc
1.5,0.2843946174404872,attn  ,2,2,eicu,aumc
1.5,0.2935870763540666,attn  ,2,3,eicu,aumc
1.0,0.2818723139004625,attn  ,2,4,eicu,aumc
1.75,0.28105385364392177,attn  ,2,5,eicu,aumc
1.5,0.28821349446122857,attn  ,2,6,eicu,aumc
1.5,0.2845798524174289,attn  ,2,7,eicu,aumc
1.5,0.28230135049605865,attn  ,2,8,eicu,aumc
1.5,0.28104519533577327,attn  ,2,9,eicu,aumc
3.0,0.280737479361585,attn  ,3,0,eicu,aumc
3.0,0.2782773564463705,attn  ,3,1,eicu,aumc
3.0,0.2788004047449891,attn  ,3,2,eicu,aumc
3.25,0.278453725406634,attn  ,3,3,eicu,aumc
3.75,0.26321799703094667,attn  ,3,4,eicu,aumc
3.0,0.2792687896605926,attn  ,3,5,eicu,aumc
3.25,0.277776193463754,attn  ,3,6,eicu,aumc
3.0,0.26886653844098946,attn  ,3,7,eicu,aumc
3.25,0.26815118052748915,attn  ,3,8,eicu,aumc
3.0,0.28113315026875435,attn  ,3,9,eicu,aumc
4.5,0.2835288704853922,attn  ,4,0,eicu,aumc
4.5,0.28236445654949355,attn  ,4,1,eicu,aumc
5.5,0.274548343927735,attn  ,4,2,eicu,aumc
4.5,0.28871896181750056,attn  ,4,3,eicu,aumc
5.75,0.259772981777461,attn  ,4,4,eicu,aumc
4.0,0.28583580007485276,attn  ,4,5,eicu,aumc
5.75,0.26618141380443294,attn  ,4,6,eicu,aumc
4.25,0.292235887302831,attn  ,4,7,eicu,aumc
5.75,0.26732874968169085,attn  ,4,8,eicu,aumc
5.75,0.2655967209624188,attn  ,4,9,eicu,aumc
3.0,0.2657678154552289,gru   ,0,0,eicu,aumc
3.0,0.26818990699392264,gru   ,0,1,eicu,aumc
3.0,0.2749505928853755,gru   ,0,2,eicu,aumc
3.0,0.28174603174603174,gru   ,0,3,eicu,aumc
3.0,0.2706845604530903,gru   ,0,4,eicu,aumc
3.0,0.26854969027740366,gru   ,0,5,eicu,aumc
3.0,0.26922608413188237,gru   ,0,6,eicu,aumc
3.0,0.27034550515801536,gru   ,0,7,eicu,aumc
3.0,0.2671404013752299,gru   ,0,8,eicu,aumc
3.0,0.26472204773869346,gru   ,0,9,eicu,aumc
3.0,0.2534405183274341,gru   ,1,0,eicu,aumc
3.75,0.2500693994633108,gru   ,1,1,eicu,aumc
3.0,0.25253283302063784,gru   ,1,2,eicu,aumc
3.75,0.2581456259821896,gru   ,1,3,eicu,aumc
3.75,0.24827696289413226,gru   ,1,4,eicu,aumc
3.75,0.250339071465832,gru   ,1,5,eicu,aumc
3.75,0.2540314398596307,gru   ,1,6,eicu,aumc
3.75,0.24822201960337353,gru   ,1,7,eicu,aumc
3.75,0.2453082214653042,gru   ,1,8,eicu,aumc
3.0,0.241832046890961,gru   ,1,9,eicu,aumc
4.0,0.2284399297717582,gru   ,2,0,eicu,aumc
4.25,0.22684671722470345,gru   ,2,1,eicu,aumc
4.0,0.23161106251822228,gru   ,2,2,eicu,aumc
3.75,0.24012892828364216,gru   ,2,3,eicu,aumc
4.25,0.2275744167337087,gru   ,2,4,eicu,aumc
4.0,0.23477795612627064,gru   ,2,5,eicu,aumc
3.75,0.2350620793220884,gru   ,2,6,eicu,aumc
3.75,0.23058565531475744,gru   ,2,7,eicu,aumc
4.0,0.22793992788149386,gru   ,2,8,eicu,aumc
4.0,0.2281990058716643,gru   ,2,9,eicu,aumc
4.0,0.2856377027782957,gru   ,3,0,eicu,aumc
4.5,0.2838746438746439,gru   ,3,1,eicu,aumc
4.0,0.2926963542941032,gru   ,3,2,eicu,aumc
4.5,0.2906379420197515,gru   ,3,3,eicu,aumc
4.5,0.27774424169254597,gru   ,3,4,eicu,aumc
4.0,0.28518759488180434,gru   ,3,5,eicu,aumc
4.5,0.28350230344911187,gru   ,3,6,eicu,aumc
4.0,0.29255042453938307,gru   ,3,7,eicu,aumc
4.0,0.2825237700744073,gru   ,3,8,eicu,aumc
4.0,0.28843563823044743,gru   ,3,9,eicu,aumc
2.0,0.2595995998563586,gru   ,4,0,eicu,aumc
2.25,0.2615543306578989,gru   ,4,1,eicu,aumc
2.25,0.25853335853335846,gru   ,4,2,eicu,aumc
2.5,0.26850495183828516,gru   ,4,3,eicu,aumc
2.25,0.2605766277641277,gru   ,4,4,eicu,aumc
2.25,0.2676767676767676,gru   ,4,5,eicu,aumc
2.25,0.26463174841970516,gru   ,4,6,eicu,aumc
2.25,0.2611804037546611,gru   ,4,7,eicu,aumc
2.25,0.255962305630689,gru   ,4,8,eicu,aumc
2.25,0.24914867474109176,gru   ,4,9,eicu,aumc
0.5,0.24831278447238547,lgbm  ,0,0,eicu,aumc
0.75,0.25586742493732034,lgbm  ,0,1,eicu,aumc
0.5,0.25181619779365594,lgbm  ,0,2,eicu,aumc
0.5,0.25715582843306817,lgbm  ,0,3,eicu,aumc
0.75,0.24493489320692974,lgbm  ,0,4,eicu,aumc
0.75,0.2574408815154141,lgbm  ,0,5,eicu,aumc
1.0,0.2494096687501887,lgbm  ,0,6,eicu,aumc
0.75,0.2584409507767172,lgbm  ,0,7,eicu,aumc
0.5,0.25004863727206805,lgbm  ,0,8,eicu,aumc
0.75,0.24401694721172562,lgbm  ,0,9,eicu,aumc
0.0,0.23718656022154427,lgbm  ,1,0,eicu,aumc
0.0,0.24329103390888285,lgbm  ,1,1,eicu,aumc
0.0,0.24941518563044468,lgbm  ,1,2,eicu,aumc
0.0,0.2426885325990406,lgbm  ,1,3,eicu,aumc
0.0,0.2333907705844458,lgbm  ,1,4,eicu,aumc
0.0,0.24732168598281723,lgbm  ,1,5,eicu,aumc
0.0,0.23675083240843503,lgbm  ,1,6,eicu,aumc
0.0,0.23830507549075816,lgbm  ,1,7,eicu,aumc
0.0,0.24147348787636555,lgbm  ,1,8,eicu,aumc
0.0,0.2299144404745887,lgbm  ,1,9,eicu,aumc
0.0,0.25309003520255047,lgbm  ,2,0,eicu,aumc
0.0,0.2647589172711313,lgbm  ,2,1,eicu,aumc
0.0,0.2599627340602816,lgbm  ,2,2,eicu,aumc
0.0,0.2755783689994217,lgbm  ,2,3,eicu,aumc
0.0,0.25796260643727464,lgbm  ,2,4,eicu,aumc
0.0,0.2787558504741964,lgbm  ,2,5,eicu,aumc
0.0,0.2611804037546611,lgbm  ,2,6,eicu,aumc
0.0,0.2665916459019907,lgbm  ,2,7,eicu,aumc
0.0,0.26083722361873485,lgbm  ,2,8,eicu,aumc
0.0,0.2582836787564766,lgbm  ,2,9,eicu,aumc
0.0,0.24606044412777575,lgbm  ,3,0,eicu,aumc
0.0,0.2478696741854636,lgbm  ,3,1,eicu,aumc
0.0,0.24944404157602124,lgbm  ,3,2,eicu,aumc
0.0,0.25127551020408156,lgbm  ,3,3,eicu,aumc
0.0,0.24480308793913624,lgbm  ,3,4,eicu,aumc
0.0,0.2537849838621047,lgbm  ,3,5,eicu,aumc
0.0,0.24434644957033014,lgbm  ,3,6,eicu,aumc
0.0,0.2484832154621197,lgbm  ,3,7,eicu,aumc
0.0,0.24725119904076737,lgbm  ,3,8,eicu,aumc
0.0,0.2416357941629495,lgbm  ,3,9,eicu,aumc
0.0,0.24783375927954238,lgbm  ,4,0,eicu,aumc
0.0,0.24973882280314358,lgbm  ,4,1,eicu,aumc
0.0,0.25893066368109974,lgbm  ,4,2,eicu,aumc
0.0,0.2626367812705088,lgbm  ,4,3,eicu,aumc
0.0,0.24613965288589051,lgbm  ,4,4,eicu,aumc
0.0,0.2576278940890667,lgbm  ,4,5,eicu,aumc
0.0,0.2500044618688686,lgbm  ,4,6,eicu,aumc
0.0,0.25382965686274506,lgbm  ,4,7,eicu,aumc
0.0,0.2587023113338902,lgbm  ,4,8,eicu,aumc
0.0,0.2467066388599235,lgbm  ,4,9,eicu,aumc
5.5,0.23727455446871232,lr    ,0,0,eicu,aumc
5.0,0.24117630615268495,lr    ,0,1,eicu,aumc
5.5,0.23838970763271222,lr    ,0,2,eicu,aumc
5.5,0.2460937950438763,lr    ,0,3,eicu,aumc
5.0,0.2402925015263362,lr    ,0,4,eicu,aumc
5.5,0.24377135615849374,lr    ,0,5,eicu,aumc
5.0,0.2455097973325299,lr    ,0,6,eicu,aumc
5.5,0.23675083240843503,lr    ,0,7,eicu,aumc
5.0,0.24581242449586466,lr    ,0,8,eicu,aumc
5.0,0.23946270400767244,lr    ,0,9,eicu,aumc
6.25,0.23951819467731275,lr    ,1,0,eicu,aumc
6.25,0.24148660952211753,lr    ,1,1,eicu,aumc
6.0,0.2371148091763347,lr    ,1,2,eicu,aumc
5.75,0.24371216447744143,lr    ,1,3,eicu,aumc
6.0,0.2419816040202833,lr    ,1,4,eicu,aumc
6.0,0.24261571761571754,lr    ,1,5,eicu,aumc
6.0,0.24576181736086272,lr    ,1,6,eicu,aumc
6.0,0.23683962437085254,lr    ,1,7,eicu,aumc
6.0,0.24701607027561728,lr    ,1,8,eicu,aumc
6.25,0.23921854910762924,lr    ,1,9,eicu,aumc
7.0,0.20238601464682254,lr    ,2,0,eicu,aumc
7.0,0.2161035019909408,lr    ,2,1,eicu,aumc
7.0,0.2077401101818664,lr    ,2,2,eicu,aumc
7.0,0.2083747234859551,lr    ,2,3,eicu,aumc
7.0,0.2114280680949066,lr    ,2,4,eicu,aumc
7.0,0.20987382504869165,lr    ,2,5,eicu,aumc
7.0,0.21122780234059066,lr    ,2,6,eicu,aumc
7.0,0.21031595865452885,lr    ,2,7,eicu,aumc
7.0,0.2138614731936781,lr    ,2,8,eicu,aumc
7.0,0.21428020218389476,lr    ,2,9,eicu,aumc
10.0,0.20948234155781326,lr    ,3,0,eicu,aumc
10.0,0.21203082698165884,lr    ,3,1,eicu,aumc
10.0,0.2092586632335586,lr    ,3,2,eicu,aumc
10.0,0.2145688585876985,lr    ,3,3,eicu,aumc
10.0,0.20817133335511478,lr    ,3,4,eicu,aumc
10.0,0.2105430242272347,lr    ,3,5,eicu,aumc
10.0,0.2103387180823345,lr    ,3,6,eicu,aumc
10.0,0.20841110019646364,lr    ,3,7,eicu,aumc
10.0,0.2161327231121281,lr    ,3,8,eicu,aumc
10.0,0.21230305346753298,lr    ,3,9,eicu,aumc
8.0,0.23223576270454635,lr    ,4,0,eicu,aumc
8.0,0.23278911134971259,lr    ,4,1,eicu,aumc
8.0,0.23385207807728053,lr    ,4,2,eicu,aumc
8.0,0.2420771756978653,lr    ,4,3,eicu,aumc
8.0,0.23415592468816698,lr    ,4,4,eicu,aumc
8.0,0.23828667857851896,lr    ,4,5,eicu,aumc
7.5,0.23893509873818816,lr    ,4,6,eicu,aumc
8.0,0.2328341941903994,lr    ,4,7,eicu,aumc
7.5,0.24153294590453056,lr    ,4,8,eicu,aumc
7.5,0.2331157324370761,lr    ,4,9,eicu,aumc
5.0,0.29361540339084885,mews  ,0,0,eicu,aumc
5.0,0.29717035555641025,mews  ,0,1,eicu,aumc
5.0,0.29702243958573066,mews  ,0,2,eicu,aumc
5.0,0.3085278053624627,mews  ,0,3,eicu,aumc
5.0,0.2925170068027211,mews  ,0,4,eicu,aumc
5.0,0.29494157879737815,mews  ,0,5,eicu,aumc
5.0,0.291239300472255,mews  ,0,6,eicu,aumc
5.0,0.2914424860853432,mews  ,0,7,eicu,aumc
5.0,0.2852385102447353,mews  ,0,8,eicu,aumc
5.0,0.28635458167330674,mews  ,0,9,eicu,aumc
5.0,0.29361540339084885,mews  ,1,0,eicu,aumc
5.0,0.29717035555641025,mews  ,1,1,eicu,aumc
5.0,0.29702243958573066,mews  ,1,2,eicu,aumc
5.0,0.3085278053624627,mews  ,1,3,eicu,aumc
5.0,0.2925170068027211,mews  ,1,4,eicu,aumc
5.0,0.29494157879737815,mews  ,1,5,eicu,aumc
5.0,0.291239300472255,mews  ,1,6,eicu,aumc
5.0,0.2914424860853432,mews  ,1,7,eicu,aumc
5.0,0.2852385102447353,mews  ,1,8,eicu,aumc
5.0,0.28635458167330674,mews  ,1,9,eicu,aumc
5.0,0.29361540339084885,mews  ,2,0,eicu,aumc
5.0,0.29717035555641025,mews  ,2,1,eicu,aumc
5.0,0.29702243958573066,mews  ,2,2,eicu,aumc
5.0,0.3085278053624627,mews  ,2,3,eicu,aumc
5.0,0.2925170068027211,mews  ,2,4,eicu,aumc
5.0,0.29494157879737815,mews  ,2,5,eicu,aumc
5.0,0.291239300472255,mews  ,2,6,eicu,aumc
5.0,0.2914424860853432,mews  ,2,7,eicu,aumc
5.0,0.2852385102447353,mews  ,2,8,eicu,aumc
5.0,0.28635458167330674,mews  ,2,9,eicu,aumc
5.0,0.29361540339084885,mews  ,3,0,eicu,aumc
5.0,0.29717035555641025,mews  ,3,1,eicu,aumc
5.0,0.29702243958573066,mews  ,3,2,eicu,aumc
5.0,0.3085278053624627,mews  ,3,3,eicu,aumc
5.0,0.2925170068027211,mews  ,3,4,eicu,aumc
5.0,0.29494157879737815,mews  ,3,5,eicu,aumc
5.0,0.291239300472255,mews  ,3,6,eicu,aumc
5.0,0.2914424860853432,mews  ,3,7,eicu,aumc
5.0,0.2852385102447353,mews  ,3,8,eicu,aumc
5.0,0.28635458167330674,mews  ,3,9,eicu,aumc
5.0,0.29361540339084885,mews  ,4,0,eicu,aumc
5.0,0.29717035555641025,mews  ,4,1,eicu,aumc
5.0,0.29702243958573066,mews  ,4,2,eicu,aumc
5.0,0.3085278053624627,mews  ,4,3,eicu,aumc
5.0,0.2925170068027211,mews  ,4,4,eicu,aumc
5.0,0.29494157879737815,mews  ,4,5,eicu,aumc
5.0,0.291239300472255,mews  ,4,6,eicu,aumc
5.0,0.2914424860853432,mews  ,4,7,eicu,aumc
5.0,0.2852385102447353,mews  ,4,8,eicu,aumc
5.0,0.28635458167330674,mews  ,4,9,eicu,aumc
1.0,0.30473637176050045,news  ,0,0,eicu,aumc
1.0,0.3212051759537793,news  ,0,1,eicu,aumc
1.0,0.29892241827212834,news  ,0,2,eicu,aumc
1.0,0.32125866602916564,news  ,0,3,eicu,aumc
1.0,0.31543246070890674,news  ,0,4,eicu,aumc
1.0,0.30751320316437664,news  ,0,5,eicu,aumc
1.0,0.31655802584099635,news  ,0,6,eicu,aumc
1.0,0.32058571122076807,news  ,0,7,eicu,aumc
1.0,0.3095963484995591,news  ,0,8,eicu,aumc
1.0,0.29844668432817284,news  ,0,9,eicu,aumc
1.0,0.30473637176050045,news  ,1,0,eicu,aumc
1.0,0.3212051759537793,news  ,1,1,eicu,aumc
1.0,0.29892241827212834,news  ,1,2,eicu,aumc
1.0,0.32125866602916564,news  ,1,3,eicu,aumc
1.0,0.31543246070890674,news  ,1,4,eicu,aumc
1.0,0.30751320316437664,news  ,1,5,eicu,aumc
1.0,0.31655802584099635,news  ,1,6,eicu,aumc
1.0,0.32058571122076807,news  ,1,7,eicu,aumc
1.0,0.3095963484995591,news  ,1,8,eicu,aumc
1.0,0.29844668432817284,news  ,1,9,eicu,aumc
1.0,0.30473637176050045,news  ,2,0,eicu,aumc
1.0,0.3212051759537793,news  ,2,1,eicu,aumc
1.0,0.29892241827212834,news  ,2,2,eicu,aumc
1.0,0.32125866602916564,news  ,2,3,eicu,aumc
1.0,0.31543246070890674,news  ,2,4,eicu,aumc
1.0,0.30751320316437664,news  ,2,5,eicu,aumc
1.0,0.31655802584099635,news  ,2,6,eicu,aumc
1.0,0.32058571122076807,news  ,2,7,eicu,aumc
1.0,0.3095963484995591,news  ,2,8,eicu,aumc
1.0,0.29844668432817284,news  ,2,9,eicu,aumc
1.0,0.30473637176050045,news  ,3,0,eicu,aumc
1.0,0.3212051759537793,news  ,3,1,eicu,aumc
1.0,0.29892241827212834,news  ,3,2,eicu,aumc
1.0,0.32125866602916564,news  ,3,3,eicu,aumc
1.0,0.31543246070890674,news  ,3,4,eicu,aumc
1.0,0.30751320316437664,news  ,3,5,eicu,aumc
1.0,0.31655802584099635,news  ,3,6,eicu,aumc
1.0,0.32058571122076807,news  ,3,7,eicu,aumc
1.0,0.3095963484995591,news  ,3,8,eicu,aumc
1.0,0.29844668432817284,news  ,3,9,eicu,aumc
1.0,0.30473637176050045,news  ,4,0,eicu,aumc
1.0,0.3212051759537793,news  ,4,1,eicu,aumc
1.0,0.29892241827212834,news  ,4,2,eicu,aumc
1.0,0.32125866602916564,news  ,4,3,eicu,aumc
1.0,0.31543246070890674,news  ,4,4,eicu,aumc
1.0,0.30751320316437664,news  ,4,5,eicu,aumc
1.0,0.31655802584099635,news  ,4,6,eicu,aumc
1.0,0.32058571122076807,news  ,4,7,eicu,aumc
1.0,0.3095963484995591,news  ,4,8,eicu,aumc
1.0,0.29844668432817284,news  ,4,9,eicu,aumc
3.5,0.28301538006506943,qsofa ,0,0,eicu,aumc
3.5,0.2671366367508366,qsofa ,0,1,eicu,aumc
3.5,0.2760388286815604,qsofa ,0,2,eicu,aumc
3.5,0.2850235849056604,qsofa ,0,3,eicu,aumc
3.5,0.2713211197536226,qsofa ,0,4,eicu,aumc
3.5,0.271671090685789,qsofa ,0,5,eicu,aumc
3.5,0.2877798153191766,qsofa ,0,6,eicu,aumc
3.5,0.2731306081754735,qsofa ,0,7,eicu,aumc
3.5,0.2711470240441466,qsofa ,0,8,eicu,aumc
3.5,0.26594329583460014,qsofa ,0,9,eicu,aumc
3.5,0.28301538006506943,qsofa ,1,0,eicu,aumc
3.5,0.2671366367508366,qsofa ,1,1,eicu,aumc
3.5,0.2760388286815604,qsofa ,1,2,eicu,aumc
3.5,0.2850235849056604,qsofa ,1,3,eicu,aumc
3.5,0.2713211197536226,qsofa ,1,4,eicu,aumc
3.5,0.271671090685789,qsofa ,1,5,eicu,aumc
3.5,0.2877798153191766,qsofa ,1,6,eicu,aumc
3.5,0.2731306081754735,qsofa ,1,7,eicu,aumc
3.5,0.2711470240441466,qsofa ,1,8,eicu,aumc
3.5,0.26594329583460014,qsofa ,1,9,eicu,aumc
3.5,0.28301538006506943,qsofa ,2,0,eicu,aumc
3.5,0.2671366367508366,qsofa ,2,1,eicu,aumc
3.5,0.2760388286815604,qsofa ,2,2,eicu,aumc
3.5,0.2850235849056604,qsofa ,2,3,eicu,aumc
3.5,0.2713211197536226,qsofa ,2,4,eicu,aumc
3.5,0.271671090685789,qsofa ,2,5,eicu,aumc
3.5,0.2877798153191766,qsofa ,2,6,eicu,aumc
3.5,0.2731306081754735,qsofa ,2,7,eicu,aumc
3.5,0.2711470240441466,qsofa ,2,8,eicu,aumc
3.5,0.26594329583460014,qsofa ,2,9,eicu,aumc
3.5,0.28301538006506943,qsofa ,3,0,eicu,aumc
3.5,0.2671366367508366,qsofa ,3,1,eicu,aumc
3.5,0.2760388286815604,qsofa ,3,2,eicu,aumc
3.5,0.2850235849056604,qsofa ,3,3,eicu,aumc
3.5,0.2713211197536226,qsofa ,3,4,eicu,aumc
3.5,0.271671090685789,qsofa ,3,5,eicu,aumc
3.5,0.2877798153191766,qsofa ,3,6,eicu,aumc
3.5,0.2731306081754735,qsofa ,3,7,eicu,aumc
3.5,0.2711470240441466,qsofa ,3,8,eicu,aumc
3.5,0.26594329583460014,qsofa ,3,9,eicu,aumc
3.5,0.28301538006506943,qsofa ,4,0,eicu,aumc
3.5,0.2671366367508366,qsofa ,4,1,eicu,aumc
3.5,0.2760388286815604,qsofa ,4,2,eicu,aumc
3.5,0.2850235849056604,qsofa ,4,3,eicu,aumc
3.5,0.2713211197536226,qsofa ,4,4,eicu,aumc
3.5,0.271671090685789,qsofa ,4,5,eicu,aumc
3.5,0.2877798153191766,qsofa ,4,6,eicu,aumc
3.5,0.2731306081754735,qsofa ,4,7,eicu,aumc
3.5,0.2711470240441466,qsofa ,4,8,eicu,aumc
3.5,0.26594329583460014,qsofa ,4,9,eicu,aumc
5.75,0.2709443829830031,sirs  ,0,0,eicu,aumc
5.75,0.2568397543271915,sirs  ,0,1,eicu,aumc
5.75,0.2629639853902998,sirs  ,0,2,eicu,aumc
5.75,0.2702585632413701,sirs  ,0,3,eicu,aumc
