,AUC,rep,subsample,model,train_dataset,eval_dataset
0,0.7395431396782539,0,6,GRUModel,eicu,aumc
0,0.7402385881563897,0,7,GRUModel,eicu,aumc
0,0.7229760105700245,0,8,GRUModel,eicu,aumc
0,0.7255957386077201,0,9,GRUModel,eicu,aumc
0,0.7139413660508273,4,0,GRUModel,eicu,aumc
0,0.7254812886771281,4,1,GRUModel,eicu,aumc
0,0.7220502472571387,4,2,GRUModel,eicu,aumc
0,0.7354733989041706,4,3,GRUModel,eicu,aumc
0,0.7182722420235502,4,4,GRUModel,eicu,aumc
0,0.7253466459766909,4,5,GRUModel,eicu,aumc
0,0.724602918910201,4,6,GRUModel,eicu,aumc
0,0.721682505034246,4,7,GRUModel,eicu,aumc
0,0.7155631382130628,4,8,GRUModel,eicu,aumc
0,0.7051472314239406,4,9,GRUModel,eicu,aumc
0,0.734101842594325,3,0,GRUModel,eicu,aumc
0,0.7362215466399549,3,1,GRUModel,eicu,aumc
0,0.7467898187538347,3,2,GRUModel,eicu,aumc
0,0.7496869293147338,3,3,GRUModel,eicu,aumc
0,0.7339939924998237,3,4,GRUModel,eicu,aumc
0,0.7366052175713229,3,5,GRUModel,eicu,aumc
0,0.7455072867717281,3,6,GRUModel,eicu,aumc
0,0.7401949761956408,3,7,GRUModel,eicu,aumc
0,0.7272900668291651,3,8,GRUModel,eicu,aumc
0,0.7306232713695155,3,9,GRUModel,eicu,aumc
0,0.6972705049315073,1,0,lgbm,eicu,aumc
0,0.7007745630144442,1,1,lgbm,eicu,aumc
0,0.6976371134325443,1,2,lgbm,eicu,aumc
0,0.7082264189258161,1,3,lgbm,eicu,aumc
0,0.6900214492846868,1,4,lgbm,eicu,aumc
0,0.704649112900922,1,5,lgbm,eicu,aumc
0,0.7002850008634581,1,6,lgbm,eicu,aumc
0,0.7031372215230269,1,7,lgbm,eicu,aumc
0,0.6880981692624648,1,8,lgbm,eicu,aumc
0,0.6823288847415558,1,9,lgbm,eicu,aumc
0,0.7095824281270695,4,0,lgbm,eicu,aumc
0,0.7129667284372896,4,1,lgbm,eicu,aumc
0,0.7090140815968019,4,2,lgbm,eicu,aumc
0,0.7282241127885178,4,3,lgbm,eicu,aumc
0,0.706562342642695,4,4,lgbm,eicu,aumc
0,0.7192550870775967,4,5,lgbm,eicu,aumc
0,0.7191943321575888,4,6,lgbm,eicu,aumc
0,0.7163684972976625,4,7,lgbm,eicu,aumc
0,0.7047338752181213,4,8,lgbm,eicu,aumc
0,0.705833904319183,4,9,lgbm,eicu,aumc
0,0.6957781230847674,0,0,lgbm,eicu,aumc
0,0.7071388175342708,0,1,lgbm,eicu,aumc
0,0.6935286766324897,0,2,lgbm,eicu,aumc
0,0.7153852458861192,0,3,lgbm,eicu,aumc
0,0.6926229559036555,0,4,lgbm,eicu,aumc
0,0.7044150583127962,0,5,lgbm,eicu,aumc
0,0.7064359991771058,0,6,lgbm,eicu,aumc
0,0.7100523809561121,0,7,lgbm,eicu,aumc
0,0.6893194380812419,0,8,lgbm,eicu,aumc
0,0.6865311541374448,0,9,lgbm,eicu,aumc
0,0.7098001002015277,3,0,lgbm,eicu,aumc
0,0.7125532189245614,3,1,lgbm,eicu,aumc
0,0.7042496480636039,3,2,lgbm,eicu,aumc
0,0.7223609287129316,3,3,lgbm,eicu,aumc
0,0.7059663945669299,3,4,lgbm,eicu,aumc
0,0.7153301197766632,3,5,lgbm,eicu,aumc
0,0.716794724978725,3,6,lgbm,eicu,aumc
0,0.7167152441384851,3,7,lgbm,eicu,aumc
0,0.7057395263146395,3,8,lgbm,eicu,aumc
0,0.6968246328745318,3,9,lgbm,eicu,aumc
0,0.7160292378661237,2,0,lgbm,eicu,aumc
0,0.7238903286707852,2,1,lgbm,eicu,aumc
0,0.7171023264259513,2,2,lgbm,eicu,aumc
0,0.7398238468432389,2,3,lgbm,eicu,aumc
0,0.7177263686336641,2,4,lgbm,eicu,aumc
0,0.7323919969796017,2,5,lgbm,eicu,aumc
0,0.7292739993283501,2,6,lgbm,eicu,aumc
0,0.7270433648491057,2,7,lgbm,eicu,aumc
0,0.7125507136011047,2,8,lgbm,eicu,aumc
0,0.7127359632109982,2,9,lgbm,eicu,aumc
0,0.6045075838606961,2,0,lr,eicu,aumc
0,0.6153241608707496,2,1,lr,eicu,aumc
0,0.6113916176537402,2,2,lr,eicu,aumc
0,0.6219623726544162,2,3,lr,eicu,aumc
0,0.6114056238618524,2,4,lr,eicu,aumc
0,0.608935006283227,2,5,lr,eicu,aumc
0,0.6181196178492552,2,6,lr,eicu,aumc
0,0.6166796348255577,2,7,lr,eicu,aumc
0,0.6162617348117848,2,8,lr,eicu,aumc
0,0.6112746815164607,2,9,lr,eicu,aumc
0,0.6590148962069966,1,0,lr,eicu,aumc
0,0.6667017948257061,1,1,lr,eicu,aumc
0,0.66895500331396,1,2,lr,eicu,aumc
0,0.676386968694782,1,3,lr,eicu,aumc
0,0.6631379136396579,1,4,lr,eicu,aumc
0,0.6613880770889835,1,5,lr,eicu,aumc
0,0.6732771329858673,1,6,lr,eicu,aumc
0,0.6688157057964225,1,7,lr,eicu,aumc
0,0.6660035013810741,1,8,lr,eicu,aumc
0,0.659903080964869,1,9,lr,eicu,aumc
0,0.6545579992937307,4,0,lr,eicu,aumc
0,0.6647818334595894,4,1,lr,eicu,aumc
0,0.6655397687227559,4,2,lr,eicu,aumc
0,0.672390146440848,4,3,lr,eicu,aumc
0,0.6612433226716832,4,4,lr,eicu,aumc
0,0.6614538937257758,4,5,lr,eicu,aumc
0,0.6680817125177525,4,6,lr,eicu,aumc
0,0.6653211976676019,4,7,lr,eicu,aumc
0,0.6653446290715176,4,8,lr,eicu,aumc
0,0.655776309138802,4,9,lr,eicu,aumc
0,0.6501919754016172,0,0,lr,eicu,aumc
0,0.6604014500964304,0,1,lr,eicu,aumc
0,0.6574200972613997,0,2,lr,eicu,aumc
0,0.670514547305922,0,3,lr,eicu,aumc
0,0.654700655221556,0,4,lr,eicu,aumc
0,0.652223053770882,0,5,lr,eicu,aumc
0,0.6665881516527576,0,6,lr,eicu,aumc
0,0.6578521368433088,0,7,lr,eicu,aumc
0,0.6560690258195236,0,8,lr,eicu,aumc
0,0.6468185130420756,0,9,lr,eicu,aumc
0,0.628846779175173,3,0,lr,eicu,aumc
0,0.6390292109349821,3,1,lr,eicu,aumc
0,0.6334895888262511,3,2,lr,eicu,aumc
0,0.6442993609277272,3,3,lr,eicu,aumc
0,0.6329822720887185,3,4,lr,eicu,aumc
0,0.6312208139129689,3,5,lr,eicu,aumc
0,0.6404989586673382,3,6,lr,eicu,aumc
0,0.6363411931051408,3,7,lr,eicu,aumc
0,0.6358060921767634,3,8,lr,eicu,aumc
0,0.6282803247453441,3,9,lr,eicu,aumc
0,0.7226933861423346,2,0,mews,eicu,aumc
0,0.7215210331215478,2,1,mews,eicu,aumc
0,0.7216733162154895,2,2,mews,eicu,aumc
0,0.7337039363919309,2,3,mews,eicu,aumc
0,0.7155828620247713,2,4,mews,eicu,aumc
0,0.713786971620159,2,5,mews,eicu,aumc
0,0.71639036414874,2,6,mews,eicu,aumc
0,0.7170942527705187,2,7,mews,eicu,aumc
0,0.7120696131836846,2,8,mews,eicu,aumc
0,0.707389722435048,2,9,mews,eicu,aumc
0,0.7226933861423346,4,0,mews,eicu,aumc
0,0.7215210331215478,4,1,mews,eicu,aumc
0,0.7216733162154895,4,2,mews,eicu,aumc
0,0.7337039363919309,4,3,mews,eicu,aumc
0,0.7155828620247713,4,4,mews,eicu,aumc
0,0.713786971620159,4,5,mews,eicu,aumc
0,0.71639036414874,4,6,mews,eicu,aumc
0,0.7170942527705187,4,7,mews,eicu,aumc
0,0.7120696131836846,4,8,mews,eicu,aumc
0,0.707389722435048,4,9,mews,eicu,aumc
0,0.7226933861423346,0,0,mews,eicu,aumc
0,0.7215210331215478,0,1,mews,eicu,aumc
0,0.7216733162154895,0,2,mews,eicu,aumc
0,0.7337039363919309,0,3,mews,eicu,aumc
0,0.7155828620247713,0,4,mews,eicu,aumc
0,0.713786971620159,0,5,mews,eicu,aumc
0,0.71639036414874,0,6,mews,eicu,aumc
0,0.7170942527705187,0,7,mews,eicu,aumc
0,0.7120696131836846,0,8,mews,eicu,aumc
0,0.707389722435048,0,9,mews,eicu,aumc
0,0.7226933861423346,3,0,mews,eicu,aumc
0,0.7215210331215478,3,1,mews,eicu,aumc
0,0.7216733162154895,3,2,mews,eicu,aumc
0,0.7337039363919309,3,3,mews,eicu,aumc
0,0.7155828620247713,3,4,mews,eicu,aumc
0,0.713786971620159,3,5,mews,eicu,aumc
0,0.71639036414874,3,6,mews,eicu,aumc
0,0.7170942527705187,3,7,mews,eicu,aumc
0,0.7120696131836846,3,8,mews,eicu,aumc
0,0.707389722435048,3,9,mews,eicu,aumc
0,0.7226933861423346,1,0,mews,eicu,aumc
0,0.7215210331215478,1,1,mews,eicu,aumc
0,0.7216733162154895,1,2,mews,eicu,aumc
0,0.7337039363919309,1,3,mews,eicu,aumc
0,0.7155828620247713,1,4,mews,eicu,aumc
0,0.713786971620159,1,5,mews,eicu,aumc
0,0.71639036414874,1,6,mews,eicu,aumc
0,0.7170942527705187,1,7,mews,eicu,aumc
0,0.7120696131836846,1,8,mews,eicu,aumc
0,0.707389722435048,1,9,mews,eicu,aumc
0,0.7292771180354524,1,0,news,eicu,aumc
0,0.7332832037771315,1,1,news,eicu,aumc
0,0.7218546568605679,1,2,news,eicu,aumc
0,0.7361217314924328,1,3,news,eicu,aumc
0,0.7315551595100742,1,4,news,eicu,aumc
0,0.7239304311969121,1,5,news,eicu,aumc
0,0.7393346375797287,1,6,news,eicu,aumc
0,0.7312721728841628,1,7,news,eicu,aumc
0,0.734365049667819,1,8,news,eicu,aumc
0,0.71811023030775,1,9,news,eicu,aumc
0,0.7292771180354524,2,0,news,eicu,aumc
0,0.7332832037771315,2,1,news,eicu,aumc
0,0.7218546568605679,2,2,news,eicu,aumc
0,0.7361217314924328,2,3,news,eicu,aumc
0,0.7315551595100742,2,4,news,eicu,aumc
0,0.7239304311969121,2,5,news,eicu,aumc
0,0.7393346375797287,2,6,news,eicu,aumc
0,0.7312721728841628,2,7,news,eicu,aumc
0,0.734365049667819,2,8,news,eicu,aumc
0,0.71811023030775,2,9,news,eicu,aumc
0,0.7292771180354524,4,0,news,eicu,aumc
0,0.7332832037771315,4,1,news,eicu,aumc
0,0.7218546568605679,4,2,news,eicu,aumc
0,0.7361217314924328,4,3,news,eicu,aumc
0,0.7315551595100742,4,4,news,eicu,aumc
0,0.7239304311969121,4,5,news,eicu,aumc
0,0.7393346375797287,4,6,news,eicu,aumc
0,0.7312721728841628,4,7,news,eicu,aumc
0,0.734365049667819,4,8,news,eicu,aumc
0,0.71811023030775,4,9,news,eicu,aumc
0,0.7292771180354524,3,0,news,eicu,aumc
0,0.7332832037771315,3,1,news,eicu,aumc
0,0.7218546568605679,3,2,news,eicu,aumc
0,0.7361217314924328,3,3,news,eicu,aumc
0,0.7315551595100742,3,4,news,eicu,aumc
0,0.7239304311969121,3,5,news,eicu,aumc
0,0.7393346375797287,3,6,news,eicu,aumc
0,0.7312721728841628,3,7,news,eicu,aumc
0,0.734365049667819,3,8,news,eicu,aumc
0,0.71811023030775,3,9,news,eicu,aumc
0,0.7292771180354524,0,0,news,eicu,aumc
0,0.7332832037771315,0,1,news,eicu,aumc
0,0.7218546568605679,0,2,news,eicu,aumc
0,0.7361217314924328,0,3,news,eicu,aumc
0,0.7315551595100742,0,4,news,eicu,aumc
0,0.7239304311969121,0,5,news,eicu,aumc
0,0.7393346375797287,0,6,news,eicu,aumc
0,0.7312721728841628,0,7,news,eicu,aumc
0,0.734365049667819,0,8,news,eicu,aumc
0,0.71811023030775,0,9,news,eicu,aumc
0,0.6547327573296421,0,0,qsofa,eicu,aumc
0,0.634752464799609,0,1,qsofa,eicu,aumc
0,0.6460776902783298,0,2,qsofa,eicu,aumc
0,0.6572401430385949,0,3,qsofa,eicu,aumc
0,0.6449910189949486,0,4,qsofa,eicu,aumc
0,0.6455837634267557,0,5,qsofa,eicu,aumc
0,0.6585851729057419,0,6,qsofa,eicu,aumc
0,0.6457784631035319,0,7,qsofa,eicu,aumc
0,0.6444969167397169,0,8,qsofa,eicu,aumc
0,0.6367784951910556,0,9,qsofa,eicu,aumc
0,0.6547327573296421,3,0,qsofa,eicu,aumc
0,0.634752464799609,3,1,qsofa,eicu,aumc
0,0.6460776902783298,3,2,qsofa,eicu,aumc
0,0.6572401430385949,3,3,qsofa,eicu,aumc
0,0.6449910189949486,3,4,qsofa,eicu,aumc
0,0.6455837634267557,3,5,qsofa,eicu,aumc
0,0.6585851729057419,3,6,qsofa,eicu,aumc
0,0.6457784631035319,3,7,qsofa,eicu,aumc
0,0.6444969167397169,3,8,qsofa,eicu,aumc
0,0.6367784951910556,3,9,qsofa,eicu,aumc
0,0.6547327573296421,1,0,qsofa,eicu,aumc
0,0.634752464799609,1,1,qsofa,eicu,aumc
0,0.6460776902783298,1,2,qsofa,eicu,aumc
0,0.6572401430385949,1,3,qsofa,eicu,aumc
0,0.6449910189949486,1,4,qsofa,eicu,aumc
0,0.6455837634267557,1,5,qsofa,eicu,aumc
0,0.6585851729057419,1,6,qsofa,eicu,aumc
0,0.6457784631035319,1,7,qsofa,eicu,aumc
0,0.6444969167397169,1,8,qsofa,eicu,aumc
0,0.6367784951910556,1,9,qsofa,eicu,aumc
0,0.6547327573296421,4,0,qsofa,eicu,aumc
0,0.634752464799609,4,1,qsofa,eicu,aumc
0,0.6460776902783298,4,2,qsofa,eicu,aumc
0,0.6572401430385949,4,3,qsofa,eicu,aumc
0,0.6449910189949486,4,4,qsofa,eicu,aumc
0,0.6455837634267557,4,5,qsofa,eicu,aumc
0,0.6585851729057419,4,6,qsofa,eicu,aumc
0,0.6457784631035319,4,7,qsofa,eicu,aumc
0,0.6444969167397169,4,8,qsofa,eicu,aumc
0,0.6367784951910556,4,9,qsofa,eicu,aumc
0,0.6547327573296421,2,0,qsofa,eicu,aumc
0,0.634752464799609,2,1,qsofa,eicu,aumc
0,0.6460776902783298,2,2,qsofa,eicu,aumc
0,0.6572401430385949,2,3,qsofa,eicu,aumc
0,0.6449910189949486,2,4,qsofa,eicu,aumc
0,0.6455837634267557,2,5,qsofa,eicu,aumc
0,0.6585851729057419,2,6,qsofa,eicu,aumc
0,0.6457784631035319,2,7,qsofa,eicu,aumc
0,0.6444969167397169,2,8,qsofa,eicu,aumc
0,0.6367784951910556,2,9,qsofa,eicu,aumc
0,0.6476045902816974,3,0,sirs,eicu,aumc
0,0.6330025456720959,3,1,sirs,eicu,aumc
0,0.6401317730463618,3,2,sirs,eicu,aumc
0,0.646948529436743,3,3,sirs,eicu,aumc
0,0.6301205152475453,3,4,sirs,eicu,aumc
0,0.6377872618863261,3,5,sirs,eicu,aumc
0,0.6415327187427617,3,6,sirs,eicu,aumc
0,0.6384370789049936,3,7,sirs,eicu,aumc
0,0.6409925733291229,3,8,sirs,eicu,aumc
0,0.630384314449401,3,9,sirs,eicu,aumc
0,0.6476045902816974,0,0,sirs,eicu,aumc
0,0.6330025456720959,0,1,sirs,eicu,aumc
0,0.6401317730463618,0,2,sirs,eicu,aumc
0,0.646948529436743,0,3,sirs,eicu,aumc
0,0.6301205152475453,0,4,sirs,eicu,aumc
0,0.6377872618863261,0,5,sirs,eicu,aumc
0,0.6415327187427617,0,6,sirs,eicu,aumc
0,0.6384370789049936,0,7,sirs,eicu,aumc
0,0.6409925733291229,0,8,sirs,eicu,aumc
0,0.630384314449401,0,9,sirs,eicu,aumc
0,0.6476045902816974,4,0,sirs,eicu,aumc
0,0.6330025456720959,4,1,sirs,eicu,aumc
0,0.6401317730463618,4,2,sirs,eicu,aumc
0,0.646948529436743,4,3,sirs,eicu,aumc
0,0.6301205152475453,4,4,sirs,eicu,aumc
0,0.6377872618863261,4,5,sirs,eicu,aumc
0,0.6415327187427617,4,6,sirs,eicu,aumc
0,0.6384370789049936,4,7,sirs,eicu,aumc
0,0.6409925733291229,4,8,sirs,eicu,aumc
0,0.630384314449401,4,9,sirs,eicu,aumc
0,0.6476045902816974,1,0,sirs,eicu,aumc
0,0.6330025456720959,1,1,sirs,eicu,aumc
0,0.6401317730463618,1,2,sirs,eicu,aumc
0,0.646948529436743,1,3,sirs,eicu,aumc
0,0.6301205152475453,1,4,sirs,eicu,aumc
0,0.6377872618863261,1,5,sirs,eicu,aumc
0,0.6415327187427617,1,6,sirs,eicu,aumc
0,0.6384370789049936,1,7,sirs,eicu,aumc
0,0.6409925733291229,1,8,sirs,eicu,aumc
0,0.630384314449401,1,9,sirs,eicu,aumc
0,0.6476045902816974,2,0,sirs,eicu,aumc
0,0.6330025456720959,2,1,sirs,eicu,aumc
0,0.6401317730463618,2,2,sirs,eicu,aumc
0,0.646948529436743,2,3,sirs,eicu,aumc
0,0.6301205152475453,2,4,sirs,eicu,aumc
0,0.6377872618863261,2,5,sirs,eicu,aumc
0,0.6415327187427617,2,6,sirs,eicu,aumc
0,0.6384370789049936,2,7,sirs,eicu,aumc
0,0.6409925733291229,2,8,sirs,eicu,aumc
0,0.630384314449401,2,9,sirs,eicu,aumc
0,0.7096356698299862,0,0,sofa,eicu,aumc
0,0.7122199395491133,0,1,sofa,eicu,aumc
0,0.712554731051262,0,2,sofa,eicu,aumc
0,0.7143871368109204,0,3,sofa,eicu,aumc
0,0.7094846092857867,0,4,sofa,eicu,aumc
0,0.713017219034727,0,5,sofa,eicu,aumc
0,0.71613137263783,0,6,sofa,eicu,aumc
0,0.713026485869211,0,7,sofa,eicu,aumc
0,0.7076844777318856,0,8,sofa,eicu,aumc
0,0.7015250710554699,0,9,sofa,eicu,aumc
0,0.7096356698299862,1,0,sofa,eicu,aumc
0,0.7122199395491133,1,1,sofa,eicu,aumc
0,0.712554731051262,1,2,sofa,eicu,aumc
0,0.7143871368109204,1,3,sofa,eicu,aumc
0,0.7094846092857867,1,4,sofa,eicu,aumc
0,0.713017219034727,1,5,sofa,eicu,aumc
0,0.71613137263783,1,6,sofa,eicu,aumc
0,0.713026485869211,1,7,sofa,eicu,aumc
0,0.7076844777318856,1,8,sofa,eicu,aumc
0,0.7015250710554699,1,9,sofa,eicu,aumc
0,0.7096356698299862,2,0,sofa,eicu,aumc
0,0.7122199395491133,2,1,sofa,eicu,aumc
0,0.712554731051262,2,2,sofa,eicu,aumc
0,0.7143871368109204,2,3,sofa,eicu,aumc
0,0.7094846092857867,2,4,sofa,eicu,aumc
0,0.713017219034727,2,5,sofa,eicu,aumc
0,0.71613137263783,2,6,sofa,eicu,aumc
0,0.713026485869211,2,7,sofa,eicu,aumc
0,0.7076844777318856,2,8,sofa,eicu,aumc
0,0.7015250710554699,2,9,sofa,eicu,aumc
0,0.7096356698299862,3,0,sofa,eicu,aumc
0,0.7122199395491133,3,1,sofa,eicu,aumc
0,0.712554731051262,3,2,sofa,eicu,aumc
0,0.7143871368109204,3,3,sofa,eicu,aumc
0,0.7094846092857867,3,4,sofa,eicu,aumc
0,0.713017219034727,3,5,sofa,eicu,aumc
0,0.71613137263783,3,6,sofa,eicu,aumc
0,0.713026485869211,3,7,sofa,eicu,aumc
0,0.7076844777318856,3,8,sofa,eicu,aumc
0,0.7015250710554699,3,9,sofa,eicu,aumc
0,0.7096356698299862,4,0,sofa,eicu,aumc
0,0.7122199395491133,4,1,sofa,eicu,aumc
0,0.712554731051262,4,2,sofa,eicu,aumc
0,0.7143871368109204,4,3,sofa,eicu,aumc
0,0.7094846092857867,4,4,sofa,eicu,aumc
0,0.713017219034727,4,5,sofa,eicu,aumc
0,0.71613137263783,4,6,sofa,eicu,aumc
0,0.713026485869211,4,7,sofa,eicu,aumc
0,0.7076844777318856,4,8,sofa,eicu,aumc
0,0.7015250710554699,4,9,sofa,eicu,aumc
0,0.797945369625058,2,0,AttentionModel,eicu,eicu
0,0.8061882476540582,2,1,AttentionModel,eicu,eicu
0,0.8009209237695045,2,2,AttentionModel,eicu,eicu
0,0.807430816271163,2,3,AttentionModel,eicu,eicu
0,0.7981295316102318,2,4,AttentionModel,eicu,eicu
0,0.8014797112361334,2,5,AttentionModel,eicu,eicu
0,0.8017835245515941,2,6,AttentionModel,eicu,eicu
0,0.8003726896293717,2,7,AttentionModel,eicu,eicu
0,0.8034662763578828,2,8,AttentionModel,eicu,eicu
0,0.805181801438769,2,9,AttentionModel,eicu,eicu
0,0.798911952179625,1,0,AttentionModel,eicu,eicu
0,0.8077701235762073,1,1,AttentionModel,eicu,eicu
0,0.8018918931709551,1,2,AttentionModel,eicu,eicu
0,0.808617181544997,1,3,AttentionModel,eicu,eicu
0,0.8023223731039402,1,4,AttentionModel,eicu,eicu
0,0.8024435088592956,1,5,AttentionModel,eicu,eicu
0,0.8022280610951524,1,6,AttentionModel,eicu,eicu
0,0.8009185974152386,1,7,AttentionModel,eicu,eicu
0,0.8048247214561374,1,8,AttentionModel,eicu,eicu
0,0.8051412498062187,1,9,AttentionModel,eicu,eicu
0,0.7960944907320462,0,0,AttentionModel,eicu,eicu
0,0.8003124410627371,0,1,AttentionModel,eicu,eicu
0,0.7986610447140499,0,2,AttentionModel,eicu,eicu
0,0.8061345518482895,0,3,AttentionModel,eicu,eicu
0,0.795629512105876,0,4,AttentionModel,eicu,eicu
0,0.795287612241194,0,5,AttentionModel,eicu,eicu
0,0.7985164996435661,0,6,AttentionModel,eicu,eicu
0,0.7936513657009587,0,7,AttentionModel,eicu,eicu
0,0.8003253368518053,0,8,AttentionModel,eicu,eicu
0,0.7994191179674482,0,9,AttentionModel,eicu,eicu
0,0.7975365257417005,4,0,AttentionModel,eicu,eicu
0,0.8007385313091476,4,1,AttentionModel,eicu,eicu
0,0.7939071477997983,4,2,AttentionModel,eicu,eicu
0,0.8050334220994941,4,3,AttentionModel,eicu,eicu
0,0.7948138640849471,4,4,AttentionModel,eicu,eicu
0,0.7968250877215499,4,5,AttentionModel,eicu,eicu
0,0.7991305727246867,4,6,AttentionModel,eicu,eicu
0,0.797379351682798,4,7,AttentionModel,eicu,eicu
0,0.799169168678676,4,8,AttentionModel,eicu,eicu
0,0.796598612711765,4,9,AttentionModel,eicu,eicu
0,0.8041612376107172,3,0,AttentionModel,eicu,eicu
0,0.8108941192390313,3,1,AttentionModel,eicu,eicu
0,0.8037453151220018,3,2,AttentionModel,eicu,eicu
0,0.8152078287259811,3,3,AttentionModel,eicu,eicu
0,0.8046505946838783,3,4,AttentionModel,eicu,eicu
0,0.8083753366696824,3,5,AttentionModel,eicu,eicu
0,0.8086702782378473,3,6,AttentionModel,eicu,eicu
0,0.805774269041547,3,7,AttentionModel,eicu,eicu
0,0.807605979776467,3,8,AttentionModel,eicu,eicu
0,0.8083256675543298,3,9,AttentionModel,eicu,eicu
0,0.790438604750006,0,0,GRUModel,eicu,eicu
0,0.7997501725923948,0,1,GRUModel,eicu,eicu
0,0.7950264346786743,0,2,GRUModel,eicu,eicu
0,0.8038198467642763,0,3,GRUModel,eicu,eicu
0,0.794089980220608,0,4,GRUModel,eicu,eicu
0,0.8013172006248844,0,5,GRUModel,eicu,eicu
0,0.7961370544594729,0,6,GRUModel,eicu,eicu
0,0.7965987072833269,0,7,GRUModel,eicu,eicu
0,0.8002148445231303,0,8,GRUModel,eicu,eicu
0,0.801217017243845,0,9,GRUModel,eicu,eicu
0,0.7838601410213379,2,0,GRUModel,eicu,eicu
0,0.7905610129276568,2,1,GRUModel,eicu,eicu
0,0.7869635181408523,2,2,GRUModel,eicu,eicu
0,0.7939544155174271,2,3,GRUModel,eicu,eicu
0,0.7856301416798144,2,4,GRUModel,eicu,eicu
0,0.7903002648155949,2,5,GRUModel,eicu,eicu
0,0.7866950033834665,2,6,GRUModel,eicu,eicu
0,0.789200558071621,2,7,GRUModel,eicu,eicu
0,0.7927132161490675,2,8,GRUModel,eicu,eicu
0,0.7947266621292717,2,9,GRUModel,eicu,eicu
0,0.797143367494978,4,0,GRUModel,eicu,eicu
0,0.803536475460149,4,1,GRUModel,eicu,eicu
0,0.79900594037311,4,2,GRUModel,eicu,eicu
0,0.8071085437212197,4,3,GRUModel,eicu,eicu
0,0.7982110629075777,4,4,GRUModel,eicu,eicu
0,0.8038272673564636,4,5,GRUModel,eicu,eicu
0,0.8000754704688364,4,6,GRUModel,eicu,eicu
0,0.7995108160323464,4,7,GRUModel,eicu,eicu
0,0.8043543078431392,4,8,GRUModel,eicu,eicu
0,0.8057633069967842,4,9,GRUModel,eicu,eicu
0,0.786839606188972,3,0,GRUModel,eicu,eicu
0,0.7912744076279006,3,1,GRUModel,eicu,eicu
0,0.7883791697933689,3,2,GRUModel,eicu,eicu
0,0.7959389284539886,3,3,GRUModel,eicu,eicu
0,0.7861916354217126,3,4,GRUModel,eicu,eicu
0,0.7910630526592466,3,5,GRUModel,eicu,eicu
0,0.7887194696052164,3,6,GRUModel,eicu,eicu
0,0.786523883222659,3,7,GRUModel,eicu,eicu
0,0.7896724312486216,3,8,GRUModel,eicu,eicu
0,0.7936786001506861,3,9,GRUModel,eicu,eicu
0,0.7791398956449672,1,0,GRUModel,eicu,eicu
0,0.7873637627791672,1,1,GRUModel,eicu,eicu
0,0.7836349769778768,1,2,GRUModel,eicu,eicu
0,0.7892852371782726,1,3,GRUModel,eicu,eicu
0,0.781237352869856,1,4,GRUModel,eicu,eicu
0,0.7879707364575971,1,5,GRUModel,eicu,eicu
0,0.7825456045900527,1,6,GRUModel,eicu,eicu
0,0.7836025264937625,1,7,GRUModel,eicu,eicu
0,0.7855031834194102,1,8,GRUModel,eicu,eicu
0,0.7896532713762534,1,9,GRUModel,eicu,eicu
0,0.7638487849773918,4,0,lgbm,eicu,eicu
0,0.7717725421209476,4,1,lgbm,eicu,eicu
0,0.7722093902835524,4,2,lgbm,eicu,eicu
0,0.7744015298380338,4,3,lgbm,eicu,eicu
0,0.7685583655531636,4,4,lgbm,eicu,eicu
0,0.7688408520192225,4,5,lgbm,eicu,eicu
0,0.7728194815458762,4,6,lgbm,eicu,eicu
0,0.7663804686781457,4,7,lgbm,eicu,eicu
0,0.7722522841291315,4,8,lgbm,eicu,eicu
0,0.7755100838505318,4,9,lgbm,eicu,eicu
0,0.7666013696476897,2,0,lgbm,eicu,eicu
0,0.7750151633871032,2,1,lgbm,eicu,eicu
0,0.7729060369594053,2,2,lgbm,eicu,eicu
0,0.7767865931518081,2,3,lgbm,eicu,eicu
0,0.771592101913603,2,4,lgbm,eicu,eicu
0,0.7712066960763712,2,5,lgbm,eicu,eicu
0,0.7761035617347897,2,6,lgbm,eicu,eicu
0,0.7687844005661766,2,7,lgbm,eicu,eicu
0,0.7754136122000881,2,8,lgbm,eicu,eicu
0,0.7762763930407042,2,9,lgbm,eicu,eicu
0,0.7649858172789997,1,0,lgbm,eicu,eicu
0,0.7714094843117403,1,1,lgbm,eicu,eicu
0,0.7706481773741529,1,2,lgbm,eicu,eicu
0,0.7730678850068045,1,3,lgbm,eicu,eicu
0,0.7697931841893679,1,4,lgbm,eicu,eicu
0,0.7711960997392321,1,5,lgbm,eicu,eicu
0,0.772609902252879,1,6,lgbm,eicu,eicu
0,0.7686218898686614,1,7,lgbm,eicu,eicu
0,0.7710966901764311,1,8,lgbm,eicu,eicu
0,0.7751618214720618,1,9,lgbm,eicu,eicu
0,0.761495670156216,0,0,lgbm,eicu,eicu
0,0.7701057167110508,0,1,lgbm,eicu,eicu
0,0.7707938470673823,0,2,lgbm,eicu,eicu
0,0.7731888556545139,0,3,lgbm,eicu,eicu
0,0.7668312061954595,0,4,lgbm,eicu,eicu
0,0.7678992487961779,0,5,lgbm,eicu,eicu
0,0.7711751134256657,0,6,lgbm,eicu,eicu
0,0.7659982585554379,0,7,lgbm,eicu,eicu
