,AUC,rep,subsample,model,train_dataset,eval_dataset
0,0.6942860738175578,4,2,sofa,eicu,mimic
0,0.6905915858468025,4,3,sofa,eicu,mimic
0,0.6908008574775488,4,4,sofa,eicu,mimic
0,0.6904635568575443,4,5,sofa,eicu,mimic
0,0.6948149100452456,4,6,sofa,eicu,mimic
0,0.6893156184158453,4,7,sofa,eicu,mimic
0,0.6952878896124447,4,8,sofa,eicu,mimic
0,0.6998866346118159,4,9,sofa,eicu,mimic
0,0.694476713798587,1,0,sofa,eicu,mimic
0,0.6925356709604735,1,1,sofa,eicu,mimic
0,0.6942860738175578,1,2,sofa,eicu,mimic
0,0.6905915858468025,1,3,sofa,eicu,mimic
0,0.6908008574775488,1,4,sofa,eicu,mimic
0,0.6904635568575443,1,5,sofa,eicu,mimic
0,0.6948149100452456,1,6,sofa,eicu,mimic
0,0.6893156184158453,1,7,sofa,eicu,mimic
0,0.6952878896124447,1,8,sofa,eicu,mimic
0,0.6998866346118159,1,9,sofa,eicu,mimic
0,0.694476713798587,2,0,sofa,eicu,mimic
0,0.6925356709604735,2,1,sofa,eicu,mimic
0,0.6942860738175578,2,2,sofa,eicu,mimic
0,0.6905915858468025,2,3,sofa,eicu,mimic
0,0.6908008574775488,2,4,sofa,eicu,mimic
0,0.6904635568575443,2,5,sofa,eicu,mimic
0,0.6948149100452456,2,6,sofa,eicu,mimic
0,0.6893156184158453,2,7,sofa,eicu,mimic
0,0.6952878896124447,2,8,sofa,eicu,mimic
0,0.6998866346118159,2,9,sofa,eicu,mimic
0,0.8313300567982403,4,0,AttentionModel,hirid,aumc
0,0.8177238043643087,4,1,AttentionModel,hirid,aumc
0,0.8275866067832494,4,2,AttentionModel,hirid,aumc
0,0.8361173631295382,4,3,AttentionModel,hirid,aumc
0,0.8179686405473188,4,4,AttentionModel,hirid,aumc
0,0.8246152805509417,4,5,AttentionModel,hirid,aumc
0,0.8248167767992403,4,6,AttentionModel,hirid,aumc
0,0.8232752339982217,4,7,AttentionModel,hirid,aumc
0,0.8123348586297492,4,8,AttentionModel,hirid,aumc
0,0.819410421503405,4,9,AttentionModel,hirid,aumc
0,0.8163590699746045,2,0,AttentionModel,hirid,aumc
0,0.8060854871417457,2,1,AttentionModel,hirid,aumc
0,0.8153395029011369,2,2,AttentionModel,hirid,aumc
0,0.8300950862247926,2,3,AttentionModel,hirid,aumc
0,0.8046892728183772,2,4,AttentionModel,hirid,aumc
0,0.8101218820651275,2,5,AttentionModel,hirid,aumc
0,0.805717220187794,2,6,AttentionModel,hirid,aumc
0,0.8112623128833973,2,7,AttentionModel,hirid,aumc
0,0.7966543590857124,2,8,AttentionModel,hirid,aumc
0,0.7949071933329037,2,9,AttentionModel,hirid,aumc
0,0.8052632098399006,1,0,AttentionModel,hirid,aumc
0,0.7994954315054459,1,1,AttentionModel,hirid,aumc
0,0.7998427919009269,1,2,AttentionModel,hirid,aumc
0,0.8138612646472176,1,3,AttentionModel,hirid,aumc
0,0.7926400719078468,1,4,AttentionModel,hirid,aumc
0,0.7989513310405932,1,5,AttentionModel,hirid,aumc
0,0.7964802184443469,1,6,AttentionModel,hirid,aumc
0,0.7957816359323318,1,7,AttentionModel,hirid,aumc
0,0.7842597678483338,1,8,AttentionModel,hirid,aumc
0,0.7918874966955689,1,9,AttentionModel,hirid,aumc
0,0.7881879849488709,3,0,AttentionModel,hirid,aumc
0,0.779397915645318,3,1,AttentionModel,hirid,aumc
0,0.7913367030035805,3,2,AttentionModel,hirid,aumc
0,0.8005333865992086,3,3,AttentionModel,hirid,aumc
0,0.7733204732700427,3,4,AttentionModel,hirid,aumc
0,0.7854826051410424,3,5,AttentionModel,hirid,aumc
0,0.7778909592739567,3,6,AttentionModel,hirid,aumc
0,0.7833892974889882,3,7,AttentionModel,hirid,aumc
0,0.7683499741749629,3,8,AttentionModel,hirid,aumc
0,0.7679280759481988,3,9,AttentionModel,hirid,aumc
0,0.8221879839222371,0,0,AttentionModel,hirid,aumc
0,0.8107984226016615,0,1,AttentionModel,hirid,aumc
0,0.8163694819653453,0,2,AttentionModel,hirid,aumc
0,0.825273819891119,0,3,AttentionModel,hirid,aumc
0,0.8094433328738193,0,4,AttentionModel,hirid,aumc
0,0.8131236989939303,0,5,AttentionModel,hirid,aumc
0,0.8096288602549648,0,6,AttentionModel,hirid,aumc
0,0.8174462141629498,0,7,AttentionModel,hirid,aumc
0,0.8019519257911192,0,8,AttentionModel,hirid,aumc
0,0.8050672887292769,0,9,AttentionModel,hirid,aumc
0,0.7398259350123382,2,0,GRUModel,hirid,aumc
0,0.7355609408890558,2,1,GRUModel,hirid,aumc
0,0.7408666439332289,2,2,GRUModel,hirid,aumc
0,0.7484847327313424,2,3,GRUModel,hirid,aumc
0,0.7238373716027573,2,4,GRUModel,hirid,aumc
0,0.7352363085217098,2,5,GRUModel,hirid,aumc
0,0.7252926556057494,2,6,GRUModel,hirid,aumc
0,0.7333693428175082,2,7,GRUModel,hirid,aumc
0,0.7180479397418283,2,8,GRUModel,hirid,aumc
0,0.723789897646117,2,9,GRUModel,hirid,aumc
0,0.7410911058124326,3,0,GRUModel,hirid,aumc
0,0.7383462284007484,3,1,GRUModel,hirid,aumc
0,0.7465401480138791,3,2,GRUModel,hirid,aumc
0,0.7554804714489963,3,3,GRUModel,hirid,aumc
0,0.7262332596302845,3,4,GRUModel,hirid,aumc
0,0.7454423992067509,3,5,GRUModel,hirid,aumc
0,0.7358958197766889,3,6,GRUModel,hirid,aumc
0,0.7381146760077386,3,7,GRUModel,hirid,aumc
0,0.7245415550219477,3,8,GRUModel,hirid,aumc
0,0.7293331094708513,3,9,GRUModel,hirid,aumc
0,0.7525563278815215,1,0,GRUModel,hirid,aumc
0,0.7470605531099431,1,1,GRUModel,hirid,aumc
0,0.7532548527921346,1,2,GRUModel,hirid,aumc
0,0.7622393907088332,1,3,GRUModel,hirid,aumc
0,0.7311342064075219,1,4,GRUModel,hirid,aumc
0,0.7461935374654822,1,5,GRUModel,hirid,aumc
0,0.7457684636823154,1,6,GRUModel,hirid,aumc
0,0.7422182438664525,1,7,GRUModel,hirid,aumc
0,0.7344118714765314,1,8,GRUModel,hirid,aumc
0,0.7323462445217267,1,9,GRUModel,hirid,aumc
0,0.7757887355935151,4,0,GRUModel,hirid,aumc
0,0.7796086152703138,4,1,GRUModel,hirid,aumc
0,0.7808715621372884,4,2,GRUModel,hirid,aumc
0,0.7866779707638296,4,3,GRUModel,hirid,aumc
0,0.7682635882793485,4,4,GRUModel,hirid,aumc
0,0.7781723985427436,4,5,GRUModel,hirid,aumc
0,0.7731757813326763,4,6,GRUModel,hirid,aumc
0,0.7768083031307704,4,7,GRUModel,hirid,aumc
0,0.7602885397429551,4,8,GRUModel,hirid,aumc
0,0.7719946515539002,4,9,GRUModel,hirid,aumc
0,0.758794973869095,0,0,GRUModel,hirid,aumc
0,0.7534186447149387,0,1,GRUModel,hirid,aumc
0,0.7643878708033143,0,2,GRUModel,hirid,aumc
0,0.7666741079782584,0,3,GRUModel,hirid,aumc
0,0.7432601478002776,0,4,GRUModel,hirid,aumc
0,0.7540682257538462,0,5,GRUModel,hirid,aumc
0,0.7493860326916127,0,6,GRUModel,hirid,aumc
0,0.7539173177082301,0,7,GRUModel,hirid,aumc
0,0.7344280720302614,0,8,GRUModel,hirid,aumc
0,0.7484804153838512,0,9,GRUModel,hirid,aumc
0,0.705552121624514,1,0,lgbm,hirid,aumc
0,0.7094295561918795,1,1,lgbm,hirid,aumc
0,0.7091644494274449,1,2,lgbm,hirid,aumc
0,0.722471700200862,1,3,lgbm,hirid,aumc
0,0.7079735568985219,1,4,lgbm,hirid,aumc
0,0.7160388270111568,1,5,lgbm,hirid,aumc
0,0.7129681103105661,1,6,lgbm,hirid,aumc
0,0.711345441049769,1,7,lgbm,hirid,aumc
0,0.7103862478454206,1,8,lgbm,hirid,aumc
0,0.6995496545378147,1,9,lgbm,hirid,aumc
0,0.7227785422947299,2,0,lgbm,hirid,aumc
0,0.721781150118912,2,1,lgbm,hirid,aumc
0,0.7249689362376526,2,2,lgbm,hirid,aumc
0,0.7351641020215716,2,3,lgbm,hirid,aumc
0,0.708585570493887,2,4,lgbm,hirid,aumc
0,0.7281119125167117,2,5,lgbm,hirid,aumc
0,0.7326615015247904,2,6,lgbm,hirid,aumc
0,0.7211646203901025,2,7,lgbm,hirid,aumc
0,0.714772345187356,2,8,lgbm,hirid,aumc
0,0.7028441820519848,2,9,lgbm,hirid,aumc
0,0.7194261692246848,0,0,lgbm,hirid,aumc
0,0.7229798736449995,0,1,lgbm,hirid,aumc
0,0.714361555586066,0,2,lgbm,hirid,aumc
0,0.7469515489410377,0,3,lgbm,hirid,aumc
0,0.7123982104461902,0,4,lgbm,hirid,aumc
0,0.7228089968187084,0,5,lgbm,hirid,aumc
0,0.7203190695502482,0,6,lgbm,hirid,aumc
0,0.7258629591103687,0,7,lgbm,hirid,aumc
0,0.7144793346723962,0,8,lgbm,hirid,aumc
0,0.7146395547344722,0,9,lgbm,hirid,aumc
0,0.7058539280794115,3,0,lgbm,hirid,aumc
0,0.7086610730370811,3,1,lgbm,hirid,aumc
0,0.70366770557482,3,2,lgbm,hirid,aumc
0,0.7148109768425939,3,3,lgbm,hirid,aumc
0,0.7009328936619728,3,4,lgbm,hirid,aumc
0,0.7097988147465867,3,5,lgbm,hirid,aumc
0,0.7149366632476868,3,6,lgbm,hirid,aumc
0,0.7063207090429414,3,7,lgbm,hirid,aumc
0,0.7019687939294708,3,8,lgbm,hirid,aumc
0,0.6927604533201072,3,9,lgbm,hirid,aumc
0,0.6949992417074855,4,0,lgbm,hirid,aumc
0,0.7004093184895073,4,1,lgbm,hirid,aumc
0,0.6938355835346037,4,2,lgbm,hirid,aumc
0,0.7045760527524572,4,3,lgbm,hirid,aumc
0,0.6895042583109148,4,4,lgbm,hirid,aumc
0,0.699524476609025,4,5,lgbm,hirid,aumc
0,0.7001137050082386,4,6,lgbm,hirid,aumc
0,0.6992370449361849,4,7,lgbm,hirid,aumc
0,0.6880721469187956,4,8,lgbm,hirid,aumc
0,0.6921188658333022,4,9,lgbm,hirid,aumc
0,0.6933567480587827,4,0,lr,hirid,aumc
0,0.6932162991220325,4,1,lr,hirid,aumc
0,0.6932660640458371,4,2,lr,hirid,aumc
0,0.7074241576649224,4,3,lr,hirid,aumc
0,0.673800206369384,4,4,lr,hirid,aumc
0,0.6937009162945674,4,5,lr,hirid,aumc
0,0.6906008863808807,4,6,lr,hirid,aumc
0,0.6834760847024868,4,7,lr,hirid,aumc
0,0.6745078141370492,4,8,lr,hirid,aumc
0,0.666008068262555,4,9,lr,hirid,aumc
0,0.6921414476832966,0,0,lr,hirid,aumc
0,0.6927981620124071,0,1,lr,hirid,aumc
0,0.6931879994909339,0,2,lr,hirid,aumc
0,0.7056900529040989,0,3,lr,hirid,aumc
0,0.6741884142530634,0,4,lr,hirid,aumc
0,0.693986077150699,0,5,lr,hirid,aumc
0,0.6909024743415845,0,6,lr,hirid,aumc
0,0.6831608989282516,0,7,lr,hirid,aumc
0,0.6754565577291618,0,8,lr,hirid,aumc
0,0.6638532055799053,0,9,lr,hirid,aumc
0,0.6883239909099144,3,0,lr,hirid,aumc
0,0.6855330217669275,3,1,lr,hirid,aumc
0,0.6862617438170466,3,2,lr,hirid,aumc
0,0.7011885473991769,3,3,lr,hirid,aumc
0,0.6678344516149743,3,4,lr,hirid,aumc
0,0.6876834191522944,3,5,lr,hirid,aumc
0,0.6857305130351038,3,6,lr,hirid,aumc
0,0.6775448210111836,3,7,lr,hirid,aumc
0,0.6693548948026209,3,8,lr,hirid,aumc
0,0.658086579905979,3,9,lr,hirid,aumc
0,0.6985209114933684,2,0,lr,hirid,aumc
0,0.6983677066561085,2,1,lr,hirid,aumc
0,0.6985359157505588,2,2,lr,hirid,aumc
0,0.7121322067174687,2,3,lr,hirid,aumc
0,0.6807574201417609,2,4,lr,hirid,aumc
0,0.6991513967623133,2,5,lr,hirid,aumc
0,0.6957091221614207,2,6,lr,hirid,aumc
0,0.6881866932028937,2,7,lr,hirid,aumc
0,0.6801201934227168,2,8,lr,hirid,aumc
0,0.6697198667801711,2,9,lr,hirid,aumc
0,0.6905932607330393,1,0,lr,hirid,aumc
0,0.6924135932282995,1,1,lr,hirid,aumc
0,0.692228046336754,1,2,lr,hirid,aumc
0,0.7043540447880947,1,3,lr,hirid,aumc
0,0.6723720676225262,1,4,lr,hirid,aumc
0,0.6911025984133727,1,5,lr,hirid,aumc
0,0.6899937100278895,1,6,lr,hirid,aumc
0,0.680131623074214,1,7,lr,hirid,aumc
0,0.6739582729686543,1,8,lr,hirid,aumc
0,0.6612102544181997,1,9,lr,hirid,aumc
0,0.7226933861423346,4,0,mews,hirid,aumc
0,0.7215210331215478,4,1,mews,hirid,aumc
0,0.7216733162154895,4,2,mews,hirid,aumc
0,0.7337039363919309,4,3,mews,hirid,aumc
0,0.7155828620247713,4,4,mews,hirid,aumc
0,0.713786971620159,4,5,mews,hirid,aumc
0,0.71639036414874,4,6,mews,hirid,aumc
0,0.7170942527705187,4,7,mews,hirid,aumc
0,0.7120696131836846,4,8,mews,hirid,aumc
0,0.707389722435048,4,9,mews,hirid,aumc
0,0.7226933861423346,0,0,mews,hirid,aumc
0,0.7215210331215478,0,1,mews,hirid,aumc
0,0.7216733162154895,0,2,mews,hirid,aumc
0,0.7337039363919309,0,3,mews,hirid,aumc
0,0.7155828620247713,0,4,mews,hirid,aumc
0,0.713786971620159,0,5,mews,hirid,aumc
0,0.71639036414874,0,6,mews,hirid,aumc
0,0.7170942527705187,0,7,mews,hirid,aumc
0,0.7120696131836846,0,8,mews,hirid,aumc
0,0.707389722435048,0,9,mews,hirid,aumc
0,0.7226933861423346,3,0,mews,hirid,aumc
0,0.7215210331215478,3,1,mews,hirid,aumc
0,0.7216733162154895,3,2,mews,hirid,aumc
0,0.7337039363919309,3,3,mews,hirid,aumc
0,0.7155828620247713,3,4,mews,hirid,aumc
0,0.713786971620159,3,5,mews,hirid,aumc
0,0.71639036414874,3,6,mews,hirid,aumc
0,0.7170942527705187,3,7,mews,hirid,aumc
0,0.7120696131836846,3,8,mews,hirid,aumc
0,0.707389722435048,3,9,mews,hirid,aumc
0,0.7226933861423346,2,0,mews,hirid,aumc
0,0.7215210331215478,2,1,mews,hirid,aumc
0,0.7216733162154895,2,2,mews,hirid,aumc
0,0.7337039363919309,2,3,mews,hirid,aumc
0,0.7155828620247713,2,4,mews,hirid,aumc
0,0.713786971620159,2,5,mews,hirid,aumc
0,0.71639036414874,2,6,mews,hirid,aumc
0,0.7170942527705187,2,7,mews,hirid,aumc
0,0.7120696131836846,2,8,mews,hirid,aumc
0,0.707389722435048,2,9,mews,hirid,aumc
0,0.7226933861423346,1,0,mews,hirid,aumc
0,0.7215210331215478,1,1,mews,hirid,aumc
0,0.7216733162154895,1,2,mews,hirid,aumc
0,0.7337039363919309,1,3,mews,hirid,aumc
0,0.7155828620247713,1,4,mews,hirid,aumc
0,0.713786971620159,1,5,mews,hirid,aumc
0,0.71639036414874,1,6,mews,hirid,aumc
0,0.7170942527705187,1,7,mews,hirid,aumc
0,0.7120696131836846,1,8,mews,hirid,aumc
0,0.707389722435048,1,9,mews,hirid,aumc
0,0.7292771180354524,4,0,news,hirid,aumc
0,0.7332832037771315,4,1,news,hirid,aumc
0,0.7218546568605679,4,2,news,hirid,aumc
0,0.7361217314924328,4,3,news,hirid,aumc
0,0.7315551595100742,4,4,news,hirid,aumc
0,0.7239304311969121,4,5,news,hirid,aumc
0,0.7393346375797287,4,6,news,hirid,aumc
0,0.7312721728841628,4,7,news,hirid,aumc
0,0.734365049667819,4,8,news,hirid,aumc
0,0.71811023030775,4,9,news,hirid,aumc
0,0.7292771180354524,3,0,news,hirid,aumc
0,0.7332832037771315,3,1,news,hirid,aumc
0,0.7218546568605679,3,2,news,hirid,aumc
0,0.7361217314924328,3,3,news,hirid,aumc
0,0.7315551595100742,3,4,news,hirid,aumc
0,0.7239304311969121,3,5,news,hirid,aumc
0,0.7393346375797287,3,6,news,hirid,aumc
0,0.7312721728841628,3,7,news,hirid,aumc
0,0.734365049667819,3,8,news,hirid,aumc
0,0.71811023030775,3,9,news,hirid,aumc
0,0.7292771180354524,0,0,news,hirid,aumc
0,0.7332832037771315,0,1,news,hirid,aumc
0,0.7218546568605679,0,2,news,hirid,aumc
0,0.7361217314924328,0,3,news,hirid,aumc
0,0.7315551595100742,0,4,news,hirid,aumc
0,0.7239304311969121,0,5,news,hirid,aumc
0,0.7393346375797287,0,6,news,hirid,aumc
0,0.7312721728841628,0,7,news,hirid,aumc
0,0.734365049667819,0,8,news,hirid,aumc
0,0.71811023030775,0,9,news,hirid,aumc
0,0.7292771180354524,1,0,news,hirid,aumc
0,0.7332832037771315,1,1,news,hirid,aumc
0,0.7218546568605679,1,2,news,hirid,aumc
0,0.7361217314924328,1,3,news,hirid,aumc
0,0.7315551595100742,1,4,news,hirid,aumc
0,0.7239304311969121,1,5,news,hirid,aumc
0,0.7393346375797287,1,6,news,hirid,aumc
0,0.7312721728841628,1,7,news,hirid,aumc
0,0.734365049667819,1,8,news,hirid,aumc
0,0.71811023030775,1,9,news,hirid,aumc
0,0.7292771180354524,2,0,news,hirid,aumc
0,0.7332832037771315,2,1,news,hirid,aumc
0,0.7218546568605679,2,2,news,hirid,aumc
0,0.7361217314924328,2,3,news,hirid,aumc
0,0.7315551595100742,2,4,news,hirid,aumc
0,0.7239304311969121,2,5,news,hirid,aumc
0,0.7393346375797287,2,6,news,hirid,aumc
0,0.7312721728841628,2,7,news,hirid,aumc
0,0.734365049667819,2,8,news,hirid,aumc
0,0.71811023030775,2,9,news,hirid,aumc
0,0.6547327573296421,2,0,qsofa,hirid,aumc
0,0.634752464799609,2,1,qsofa,hirid,aumc
0,0.6460776902783298,2,2,qsofa,hirid,aumc
0,0.6572401430385949,2,3,qsofa,hirid,aumc
0,0.6449910189949486,2,4,qsofa,hirid,aumc
0,0.6455837634267557,2,5,qsofa,hirid,aumc
0,0.6585851729057419,2,6,qsofa,hirid,aumc
0,0.6457784631035319,2,7,qsofa,hirid,aumc
0,0.6444969167397169,2,8,qsofa,hirid,aumc
0,0.6367784951910556,2,9,qsofa,hirid,aumc
0,0.6547327573296421,1,0,qsofa,hirid,aumc
0,0.634752464799609,1,1,qsofa,hirid,aumc
0,0.6460776902783298,1,2,qsofa,hirid,aumc
0,0.6572401430385949,1,3,qsofa,hirid,aumc
0,0.6449910189949486,1,4,qsofa,hirid,aumc
0,0.6455837634267557,1,5,qsofa,hirid,aumc
0,0.6585851729057419,1,6,qsofa,hirid,aumc
0,0.6457784631035319,1,7,qsofa,hirid,aumc
0,0.6444969167397169,1,8,qsofa,hirid,aumc
0,0.6367784951910556,1,9,qsofa,hirid,aumc
0,0.6547327573296421,0,0,qsofa,hirid,aumc
0,0.634752464799609,0,1,qsofa,hirid,aumc
0,0.6460776902783298,0,2,qsofa,hirid,aumc
0,0.6572401430385949,0,3,qsofa,hirid,aumc
0,0.6449910189949486,0,4,qsofa,hirid,aumc
0,0.6455837634267557,0,5,qsofa,hirid,aumc
0,0.6585851729057419,0,6,qsofa,hirid,aumc
0,0.6457784631035319,0,7,qsofa,hirid,aumc
0,0.6444969167397169,0,8,qsofa,hirid,aumc
0,0.6367784951910556,0,9,qsofa,hirid,aumc
0,0.6547327573296421,3,0,qsofa,hirid,aumc
0,0.634752464799609,3,1,qsofa,hirid,aumc
0,0.6460776902783298,3,2,qsofa,hirid,aumc
0,0.6572401430385949,3,3,qsofa,hirid,aumc
0,0.6449910189949486,3,4,qsofa,hirid,aumc
0,0.6455837634267557,3,5,qsofa,hirid,aumc
0,0.6585851729057419,3,6,qsofa,hirid,aumc
0,0.6457784631035319,3,7,qsofa,hirid,aumc
0,0.6444969167397169,3,8,qsofa,hirid,aumc
0,0.6367784951910556,3,9,qsofa,hirid,aumc
0,0.6547327573296421,4,0,qsofa,hirid,aumc
0,0.634752464799609,4,1,qsofa,hirid,aumc
0,0.6460776902783298,4,2,qsofa,hirid,aumc
0,0.6572401430385949,4,3,qsofa,hirid,aumc
0,0.6449910189949486,4,4,qsofa,hirid,aumc
0,0.6455837634267557,4,5,qsofa,hirid,aumc
0,0.6585851729057419,4,6,qsofa,hirid,aumc
0,0.6457784631035319,4,7,qsofa,hirid,aumc
0,0.6444969167397169,4,8,qsofa,hirid,aumc
0,0.6367784951910556,4,9,qsofa,hirid,aumc
0,0.6476045902816974,2,0,sirs,hirid,aumc
0,0.6330025456720959,2,1,sirs,hirid,aumc
0,0.6401317730463618,2,2,sirs,hirid,aumc
0,0.646948529436743,2,3,sirs,hirid,aumc
0,0.6301205152475453,2,4,sirs,hirid,aumc
0,0.6377872618863261,2,5,sirs,hirid,aumc
0,0.6415327187427617,2,6,sirs,hirid,aumc
0,0.6384370789049936,2,7,sirs,hirid,aumc
0,0.6409925733291229,2,8,sirs,hirid,aumc
0,0.630384314449401,2,9,sirs,hirid,aumc
0,0.6476045902816974,1,0,sirs,hirid,aumc
0,0.6330025456720959,1,1,sirs,hirid,aumc
0,0.6401317730463618,1,2,sirs,hirid,aumc
0,0.646948529436743,1,3,sirs,hirid,aumc
0,0.6301205152475453,1,4,sirs,hirid,aumc
0,0.6377872618863261,1,5,sirs,hirid,aumc
0,0.6415327187427617,1,6,sirs,hirid,aumc
0,0.6384370789049936,1,7,sirs,hirid,aumc
0,0.6409925733291229,1,8,sirs,hirid,aumc
0,0.630384314449401,1,9,sirs,hirid,aumc
0,0.6476045902816974,3,0,sirs,hirid,aumc
0,0.6330025456720959,3,1,sirs,hirid,aumc
0,0.6401317730463618,3,2,sirs,hirid,aumc
0,0.646948529436743,3,3,sirs,hirid,aumc
0,0.6301205152475453,3,4,sirs,hirid,aumc
0,0.6377872618863261,3,5,sirs,hirid,aumc
0,0.6415327187427617,3,6,sirs,hirid,aumc
0,0.6384370789049936,3,7,sirs,hirid,aumc
0,0.6409925733291229,3,8,sirs,hirid,aumc
0,0.630384314449401,3,9,sirs,hirid,aumc
0,0.6476045902816974,0,0,sirs,hirid,aumc
0,0.6330025456720959,0,1,sirs,hirid,aumc
0,0.6401317730463618,0,2,sirs,hirid,aumc
0,0.646948529436743,0,3,sirs,hirid,aumc
0,0.6301205152475453,0,4,sirs,hirid,aumc
0,0.6377872618863261,0,5,sirs,hirid,aumc
0,0.6415327187427617,0,6,sirs,hirid,aumc
0,0.6384370789049936,0,7,sirs,hirid,aumc
0,0.6409925733291229,0,8,sirs,hirid,aumc
0,0.630384314449401,0,9,sirs,hirid,aumc
0,0.6476045902816974,4,0,sirs,hirid,aumc
0,0.6330025456720959,4,1,sirs,hirid,aumc
0,0.6401317730463618,4,2,sirs,hirid,aumc
0,0.646948529436743,4,3,sirs,hirid,aumc
0,0.6301205152475453,4,4,sirs,hirid,aumc
0,0.6377872618863261,4,5,sirs,hirid,aumc
0,0.6415327187427617,4,6,sirs,hirid,aumc
0,0.6384370789049936,4,7,sirs,hirid,aumc
0,0.6409925733291229,4,8,sirs,hirid,aumc
0,0.630384314449401,4,9,sirs,hirid,aumc
0,0.7096356698299862,3,0,sofa,hirid,aumc
0,0.7122199395491133,3,1,sofa,hirid,aumc
0,0.712554731051262,3,2,sofa,hirid,aumc
0,0.7143871368109204,3,3,sofa,hirid,aumc
0,0.7094846092857867,3,4,sofa,hirid,aumc
0,0.713017219034727,3,5,sofa,hirid,aumc
0,0.71613137263783,3,6,sofa,hirid,aumc
0,0.713026485869211,3,7,sofa,hirid,aumc
0,0.7076844777318856,3,8,sofa,hirid,aumc
0,0.7015250710554699,3,9,sofa,hirid,aumc
0,0.7096356698299862,0,0,sofa,hirid,aumc
0,0.7122199395491133,0,1,sofa,hirid,aumc
0,0.712554731051262,0,2,sofa,hirid,aumc
0,0.7143871368109204,0,3,sofa,hirid,aumc
0,0.7094846092857867,0,4,sofa,hirid,aumc
0,0.713017219034727,0,5,sofa,hirid,aumc
0,0.71613137263783,0,6,sofa,hirid,aumc
0,0.713026485869211,0,7,sofa,hirid,aumc
0,0.7076844777318856,0,8,sofa,hirid,aumc
0,0.7015250710554699,0,9,sofa,hirid,aumc
0,0.7096356698299862,2,0,sofa,hirid,aumc
0,0.7122199395491133,2,1,sofa,hirid,aumc
0,0.712554731051262,2,2,sofa,hirid,aumc
0,0.7143871368109204,2,3,sofa,hirid,aumc
0,0.7094846092857867,2,4,sofa,hirid,aumc
0,0.713017219034727,2,5,sofa,hirid,aumc
0,0.71613137263783,2,6,sofa,hirid,aumc
0,0.713026485869211,2,7,sofa,hirid,aumc
0,0.7076844777318856,2,8,sofa,hirid,aumc
0,0.7015250710554699,2,9,sofa,hirid,aumc
0,0.7096356698299862,4,0,sofa,hirid,aumc
0,0.7122199395491133,4,1,sofa,hirid,aumc
0,0.712554731051262,4,2,sofa,hirid,aumc
0,0.7143871368109204,4,3,sofa,hirid,aumc
0,0.7094846092857867,4,4,sofa,hirid,aumc
0,0.713017219034727,4,5,sofa,hirid,aumc
0,0.71613137263783,4,6,sofa,hirid,aumc
0,0.713026485869211,4,7,sofa,hirid,aumc
0,0.7076844777318856,4,8,sofa,hirid,aumc
0,0.7015250710554699,4,9,sofa,hirid,aumc
0,0.7096356698299862,1,0,sofa,hirid,aumc
0,0.7122199395491133,1,1,sofa,hirid,aumc
0,0.712554731051262,1,2,sofa,hirid,aumc
0,0.7143871368109204,1,3,sofa,hirid,aumc
0,0.7094846092857867,1,4,sofa,hirid,aumc
0,0.713017219034727,1,5,sofa,hirid,aumc
0,0.71613137263783,1,6,sofa,hirid,aumc
0,0.713026485869211,1,7,sofa,hirid,aumc
0,0.7076844777318856,1,8,sofa,hirid,aumc
0,0.7015250710554699,1,9,sofa,hirid,aumc
0,0.7017611798822196,4,0,AttentionModel,hirid,eicu
0,0.7039423464637983,4,1,AttentionModel,hirid,eicu
0,0.7033035916960575,4,2,AttentionModel,hirid,eicu
0,0.7096731366557287,4,3,AttentionModel,hirid,eicu
0,0.7047565467868736,4,4,AttentionModel,hirid,eicu
0,0.7060416943142309,4,5,AttentionModel,hirid,eicu
0,0.7061610994550387,4,6,AttentionModel,hirid,eicu
0,0.7060560070152097,4,7,AttentionModel,hirid,eicu
0,0.7060024160799387,4,8,AttentionModel,hirid,eicu
0,0.7034285608238601,4,9,AttentionModel,hirid,eicu
0,0.711132869623843,2,0,AttentionModel,hirid,eicu
0,0.7159482802986415,2,1,AttentionModel,hirid,eicu
0,0.7166450829525771,2,2,AttentionModel,hirid,eicu
0,0.7195674106475466,2,3,AttentionModel,hirid,eicu
0,0.7203568620345513,2,4,AttentionModel,hirid,eicu
0,0.7178404194857607,2,5,AttentionModel,hirid,eicu
0,0.7190601326588666,2,6,AttentionModel,hirid,eicu
0,0.7164393406367415,2,7,AttentionModel,hirid,eicu
0,0.7169325800622117,2,8,AttentionModel,hirid,eicu
0,0.7172463569220466,2,9,AttentionModel,hirid,eicu
0,0.7094601151209999,3,0,AttentionModel,hirid,eicu
0,0.7146245954060082,3,1,AttentionModel,hirid,eicu
0,0.7131525803373113,3,2,AttentionModel,hirid,eicu
0,0.7149300103451959,3,3,AttentionModel,hirid,eicu
0,0.7158388451893754,3,4,AttentionModel,hirid,eicu
0,0.7163686921391565,3,5,AttentionModel,hirid,eicu
0,0.7137258445313251,3,6,AttentionModel,hirid,eicu
0,0.714389697930643,3,7,AttentionModel,hirid,eicu
0,0.7132816098776609,3,8,AttentionModel,hirid,eicu
0,0.7111270421157939,3,9,AttentionModel,hirid,eicu
0,0.6960183408740811,1,0,AttentionModel,hirid,eicu
0,0.6987271428610013,1,1,AttentionModel,hirid,eicu
0,0.6968771669331498,1,2,AttentionModel,hirid,eicu
