,AUPRC,rep,subsample,model,train_dataset,eval_dataset
0,0.6801119571203079,0,2,AttentionModel,aumc,aumc
0,0.7167099137693509,0,3,AttentionModel,aumc,aumc
0,0.7204407599063773,0,4,AttentionModel,aumc,aumc
0,0.6592067926102048,0,5,AttentionModel,aumc,aumc
0,0.6398979714069841,0,6,AttentionModel,aumc,aumc
0,0.6701586482937072,0,7,AttentionModel,aumc,aumc
0,0.6250765814216414,0,8,AttentionModel,aumc,aumc
0,0.6326244017766698,0,9,AttentionModel,aumc,aumc
0,0.6579209572707286,0,0,GRUModel,aumc,aumc
0,0.634012170391008,0,1,GRUModel,aumc,aumc
0,0.6351928122716451,0,2,GRUModel,aumc,aumc
0,0.6489418529633948,0,3,GRUModel,aumc,aumc
0,0.6272614831160601,0,4,GRUModel,aumc,aumc
0,0.6359520517600881,0,5,GRUModel,aumc,aumc
0,0.623511663939045,0,6,GRUModel,aumc,aumc
0,0.6188176446753844,0,7,GRUModel,aumc,aumc
0,0.5688811765650811,0,8,GRUModel,aumc,aumc
0,0.6048111133878731,0,9,GRUModel,aumc,aumc
0,0.6554227947690031,4,0,GRUModel,aumc,aumc
0,0.6419051602125494,4,1,GRUModel,aumc,aumc
0,0.6208849546933286,4,2,GRUModel,aumc,aumc
0,0.6648881349120103,4,3,GRUModel,aumc,aumc
0,0.6324076396892144,4,4,GRUModel,aumc,aumc
0,0.6200293811736375,4,5,GRUModel,aumc,aumc
0,0.6430427695488691,4,6,GRUModel,aumc,aumc
0,0.6247147692220718,4,7,GRUModel,aumc,aumc
0,0.5791029546121234,4,8,GRUModel,aumc,aumc
0,0.6048972134952705,4,9,GRUModel,aumc,aumc
0,0.6248825186881347,1,0,GRUModel,aumc,aumc
0,0.6135799296816492,1,1,GRUModel,aumc,aumc
0,0.6016056250755362,1,2,GRUModel,aumc,aumc
0,0.6278477912453302,1,3,GRUModel,aumc,aumc
0,0.6111175352382701,1,4,GRUModel,aumc,aumc
0,0.6093778690973529,1,5,GRUModel,aumc,aumc
0,0.5854965446683479,1,6,GRUModel,aumc,aumc
0,0.6000020490915544,1,7,GRUModel,aumc,aumc
0,0.5498480131132808,1,8,GRUModel,aumc,aumc
0,0.5807260021776895,1,9,GRUModel,aumc,aumc
0,0.6134388090009,2,0,GRUModel,aumc,aumc
0,0.5952296317560282,2,1,GRUModel,aumc,aumc
0,0.6011041975987934,2,2,GRUModel,aumc,aumc
0,0.6021682085054473,2,3,GRUModel,aumc,aumc
0,0.6016461880016514,2,4,GRUModel,aumc,aumc
0,0.6173941983628466,2,5,GRUModel,aumc,aumc
0,0.5989136682871061,2,6,GRUModel,aumc,aumc
0,0.5914605555301992,2,7,GRUModel,aumc,aumc
0,0.546037480533534,2,8,GRUModel,aumc,aumc
0,0.5720635098326137,2,9,GRUModel,aumc,aumc
0,0.6018249926049128,3,0,GRUModel,aumc,aumc
0,0.5897560060941629,3,1,GRUModel,aumc,aumc
0,0.5850208361533267,3,2,GRUModel,aumc,aumc
0,0.5845964541608552,3,3,GRUModel,aumc,aumc
0,0.5887951220920582,3,4,GRUModel,aumc,aumc
0,0.5970403639618147,3,5,GRUModel,aumc,aumc
0,0.5602938302083096,3,6,GRUModel,aumc,aumc
0,0.5805139479974483,3,7,GRUModel,aumc,aumc
0,0.5376925794180236,3,8,GRUModel,aumc,aumc
0,0.5655236740413724,3,9,GRUModel,aumc,aumc
0,0.6819474666493563,1,0,lgbm,aumc,aumc
0,0.6443100515108033,1,1,lgbm,aumc,aumc
0,0.640818713734851,1,2,lgbm,aumc,aumc
0,0.6738977178073128,1,3,lgbm,aumc,aumc
0,0.635324329540401,1,4,lgbm,aumc,aumc
0,0.6638320596525249,1,5,lgbm,aumc,aumc
0,0.671172360084221,1,6,lgbm,aumc,aumc
0,0.6423455521408741,1,7,lgbm,aumc,aumc
0,0.6091429550166519,1,8,lgbm,aumc,aumc
0,0.638245568799571,1,9,lgbm,aumc,aumc
0,0.6565097311617298,2,0,lgbm,aumc,aumc
0,0.6342738265077952,2,1,lgbm,aumc,aumc
0,0.6290234796151533,2,2,lgbm,aumc,aumc
0,0.657121130469063,2,3,lgbm,aumc,aumc
0,0.6169969539560807,2,4,lgbm,aumc,aumc
0,0.654498953905499,2,5,lgbm,aumc,aumc
0,0.6548551336280815,2,6,lgbm,aumc,aumc
0,0.626958046916295,2,7,lgbm,aumc,aumc
0,0.6012976499308386,2,8,lgbm,aumc,aumc
0,0.6226124377293858,2,9,lgbm,aumc,aumc
0,0.6906555431322651,0,0,lgbm,aumc,aumc
0,0.6621000953248235,0,1,lgbm,aumc,aumc
0,0.6763724563099033,0,2,lgbm,aumc,aumc
0,0.715092676768777,0,3,lgbm,aumc,aumc
0,0.6537023738753494,0,4,lgbm,aumc,aumc
0,0.6712508799293387,0,5,lgbm,aumc,aumc
0,0.6895084158393137,0,6,lgbm,aumc,aumc
0,0.6776030265163411,0,7,lgbm,aumc,aumc
0,0.6383103682468758,0,8,lgbm,aumc,aumc
0,0.6578636233481271,0,9,lgbm,aumc,aumc
0,0.6672968759916409,3,0,lgbm,aumc,aumc
0,0.6278304999935846,3,1,lgbm,aumc,aumc
0,0.6308027170540473,3,2,lgbm,aumc,aumc
0,0.6685973598158461,3,3,lgbm,aumc,aumc
0,0.6128474159235635,3,4,lgbm,aumc,aumc
0,0.6583680646704304,3,5,lgbm,aumc,aumc
0,0.6695174208095036,3,6,lgbm,aumc,aumc
0,0.6276432198044584,3,7,lgbm,aumc,aumc
0,0.6018344975408687,3,8,lgbm,aumc,aumc
0,0.6337176249729921,3,9,lgbm,aumc,aumc
0,0.6823592118169894,4,0,lgbm,aumc,aumc
0,0.6639421875538007,4,1,lgbm,aumc,aumc
0,0.6658433133430253,4,2,lgbm,aumc,aumc
0,0.6877340527495348,4,3,lgbm,aumc,aumc
0,0.6372174152620831,4,4,lgbm,aumc,aumc
0,0.6696076948752442,4,5,lgbm,aumc,aumc
0,0.6736304800707691,4,6,lgbm,aumc,aumc
0,0.6561553754717935,4,7,lgbm,aumc,aumc
0,0.640617787502135,4,8,lgbm,aumc,aumc
0,0.6418880019710699,4,9,lgbm,aumc,aumc
0,0.6435310401028471,4,0,lr,aumc,aumc
0,0.6279922163374677,4,1,lr,aumc,aumc
0,0.6023681018100191,4,2,lr,aumc,aumc
0,0.6132021065668714,4,3,lr,aumc,aumc
0,0.613321349712839,4,4,lr,aumc,aumc
0,0.5984724693965908,4,5,lr,aumc,aumc
0,0.6109852265830642,4,6,lr,aumc,aumc
0,0.5748359236681183,4,7,lr,aumc,aumc
0,0.5912372008977986,4,8,lr,aumc,aumc
0,0.57126712931609,4,9,lr,aumc,aumc
0,0.6570687076607473,3,0,lr,aumc,aumc
0,0.626278756423661,3,1,lr,aumc,aumc
0,0.599942420980341,3,2,lr,aumc,aumc
0,0.6136401128447649,3,3,lr,aumc,aumc
0,0.624627884135802,3,4,lr,aumc,aumc
0,0.5927496366447662,3,5,lr,aumc,aumc
0,0.617566350800954,3,6,lr,aumc,aumc
0,0.5974742646040672,3,7,lr,aumc,aumc
0,0.588212820137533,3,8,lr,aumc,aumc
0,0.5723637690189285,3,9,lr,aumc,aumc
0,0.6502104128799377,0,0,lr,aumc,aumc
0,0.6234622603968221,0,1,lr,aumc,aumc
0,0.6049078866631263,0,2,lr,aumc,aumc
0,0.6256574654010554,0,3,lr,aumc,aumc
0,0.6188238851266288,0,4,lr,aumc,aumc
0,0.5997003565151156,0,5,lr,aumc,aumc
0,0.6192452659673144,0,6,lr,aumc,aumc
0,0.5860571325812851,0,7,lr,aumc,aumc
0,0.5894940376845327,0,8,lr,aumc,aumc
0,0.5626415827253062,0,9,lr,aumc,aumc
0,0.6531817882333566,1,0,lr,aumc,aumc
0,0.6285565878456534,1,1,lr,aumc,aumc
0,0.604079377183047,1,2,lr,aumc,aumc
0,0.6165720230197597,1,3,lr,aumc,aumc
0,0.6181796927354812,1,4,lr,aumc,aumc
0,0.5891695867955752,1,5,lr,aumc,aumc
0,0.6103836319109714,1,6,lr,aumc,aumc
0,0.5833566387387914,1,7,lr,aumc,aumc
0,0.5861864445710456,1,8,lr,aumc,aumc
0,0.5659384848398334,1,9,lr,aumc,aumc
0,0.6402730746317911,2,0,lr,aumc,aumc
0,0.6270047129307816,2,1,lr,aumc,aumc
0,0.5997400062715716,2,2,lr,aumc,aumc
0,0.6133090012648215,2,3,lr,aumc,aumc
0,0.6163191937468832,2,4,lr,aumc,aumc
0,0.5787751132838612,2,5,lr,aumc,aumc
0,0.5919407235965672,2,6,lr,aumc,aumc
0,0.5638762792724883,2,7,lr,aumc,aumc
0,0.5718518099338163,2,8,lr,aumc,aumc
0,0.5559695122252344,2,9,lr,aumc,aumc
0,0.43431712678759615,1,0,mews,aumc,aumc
0,0.4203931845397901,1,1,mews,aumc,aumc
0,0.42667096790616554,1,2,mews,aumc,aumc
0,0.4401336761736374,1,3,mews,aumc,aumc
0,0.4147120599707995,1,4,mews,aumc,aumc
0,0.3897786048868409,1,5,mews,aumc,aumc
0,0.4243550650765874,1,6,mews,aumc,aumc
0,0.41113915398398154,1,7,mews,aumc,aumc
0,0.41433584087410286,1,8,mews,aumc,aumc
0,0.384417846303426,1,9,mews,aumc,aumc
0,0.43431712678759615,2,0,mews,aumc,aumc
0,0.4203931845397901,2,1,mews,aumc,aumc
0,0.42667096790616554,2,2,mews,aumc,aumc
0,0.4401336761736374,2,3,mews,aumc,aumc
0,0.4147120599707995,2,4,mews,aumc,aumc
0,0.3897786048868409,2,5,mews,aumc,aumc
0,0.4243550650765874,2,6,mews,aumc,aumc
0,0.41113915398398154,2,7,mews,aumc,aumc
0,0.41433584087410286,2,8,mews,aumc,aumc
0,0.384417846303426,2,9,mews,aumc,aumc
0,0.43431712678759615,3,0,mews,aumc,aumc
0,0.4203931845397901,3,1,mews,aumc,aumc
0,0.42667096790616554,3,2,mews,aumc,aumc
0,0.4401336761736374,3,3,mews,aumc,aumc
0,0.4147120599707995,3,4,mews,aumc,aumc
0,0.3897786048868409,3,5,mews,aumc,aumc
0,0.4243550650765874,3,6,mews,aumc,aumc
0,0.41113915398398154,3,7,mews,aumc,aumc
0,0.41433584087410286,3,8,mews,aumc,aumc
0,0.384417846303426,3,9,mews,aumc,aumc
0,0.43431712678759615,0,0,mews,aumc,aumc
0,0.4203931845397901,0,1,mews,aumc,aumc
0,0.42667096790616554,0,2,mews,aumc,aumc
0,0.4401336761736374,0,3,mews,aumc,aumc
0,0.4147120599707995,0,4,mews,aumc,aumc
0,0.3897786048868409,0,5,mews,aumc,aumc
0,0.4243550650765874,0,6,mews,aumc,aumc
0,0.41113915398398154,0,7,mews,aumc,aumc
0,0.41433584087410286,0,8,mews,aumc,aumc
0,0.384417846303426,0,9,mews,aumc,aumc
0,0.43431712678759615,4,0,mews,aumc,aumc
0,0.4203931845397901,4,1,mews,aumc,aumc
0,0.42667096790616554,4,2,mews,aumc,aumc
0,0.4401336761736374,4,3,mews,aumc,aumc
0,0.4147120599707995,4,4,mews,aumc,aumc
0,0.3897786048868409,4,5,mews,aumc,aumc
0,0.4243550650765874,4,6,mews,aumc,aumc
0,0.41113915398398154,4,7,mews,aumc,aumc
0,0.41433584087410286,4,8,mews,aumc,aumc
0,0.384417846303426,4,9,mews,aumc,aumc
0,0.4228961571644888,4,0,news,aumc,aumc
0,0.4098895028740304,4,1,news,aumc,aumc
0,0.41506615997493734,4,2,news,aumc,aumc
0,0.4107407961013596,4,3,news,aumc,aumc
0,0.4007158918980882,4,4,news,aumc,aumc
0,0.3983188735328488,4,5,news,aumc,aumc
0,0.42421580309688733,4,6,news,aumc,aumc
0,0.39075252718853104,4,7,news,aumc,aumc
0,0.43971884559979113,4,8,news,aumc,aumc
0,0.3762346611706659,4,9,news,aumc,aumc
0,0.4228961571644888,0,0,news,aumc,aumc
0,0.4098895028740304,0,1,news,aumc,aumc
0,0.41506615997493734,0,2,news,aumc,aumc
0,0.4107407961013596,0,3,news,aumc,aumc
0,0.4007158918980882,0,4,news,aumc,aumc
0,0.3983188735328488,0,5,news,aumc,aumc
0,0.42421580309688733,0,6,news,aumc,aumc
0,0.39075252718853104,0,7,news,aumc,aumc
0,0.43971884559979113,0,8,news,aumc,aumc
0,0.3762346611706659,0,9,news,aumc,aumc
0,0.4228961571644888,3,0,news,aumc,aumc
0,0.4098895028740304,3,1,news,aumc,aumc
0,0.41506615997493734,3,2,news,aumc,aumc
0,0.4107407961013596,3,3,news,aumc,aumc
0,0.4007158918980882,3,4,news,aumc,aumc
0,0.3983188735328488,3,5,news,aumc,aumc
0,0.42421580309688733,3,6,news,aumc,aumc
0,0.39075252718853104,3,7,news,aumc,aumc
0,0.43971884559979113,3,8,news,aumc,aumc
0,0.3762346611706659,3,9,news,aumc,aumc
0,0.4228961571644888,2,0,news,aumc,aumc
0,0.4098895028740304,2,1,news,aumc,aumc
0,0.41506615997493734,2,2,news,aumc,aumc
0,0.4107407961013596,2,3,news,aumc,aumc
0,0.4007158918980882,2,4,news,aumc,aumc
0,0.3983188735328488,2,5,news,aumc,aumc
0,0.42421580309688733,2,6,news,aumc,aumc
0,0.39075252718853104,2,7,news,aumc,aumc
0,0.43971884559979113,2,8,news,aumc,aumc
0,0.3762346611706659,2,9,news,aumc,aumc
0,0.4228961571644888,1,0,news,aumc,aumc
0,0.4098895028740304,1,1,news,aumc,aumc
0,0.41506615997493734,1,2,news,aumc,aumc
0,0.4107407961013596,1,3,news,aumc,aumc
0,0.4007158918980882,1,4,news,aumc,aumc
0,0.3983188735328488,1,5,news,aumc,aumc
0,0.42421580309688733,1,6,news,aumc,aumc
0,0.39075252718853104,1,7,news,aumc,aumc
0,0.43971884559979113,1,8,news,aumc,aumc
0,0.3762346611706659,1,9,news,aumc,aumc
0,0.38307583185178307,0,0,qsofa,aumc,aumc
0,0.3696094335045871,0,1,qsofa,aumc,aumc
0,0.37718370438878634,0,2,qsofa,aumc,aumc
0,0.32420896284768064,0,3,qsofa,aumc,aumc
0,0.3722707577624136,0,4,qsofa,aumc,aumc
0,0.33471461850498774,0,5,qsofa,aumc,aumc
0,0.38743813812891315,0,6,qsofa,aumc,aumc
0,0.33627214782195075,0,7,qsofa,aumc,aumc
0,0.3721755571405787,0,8,qsofa,aumc,aumc
0,0.33011542669480637,0,9,qsofa,aumc,aumc
0,0.38307583185178307,1,0,qsofa,aumc,aumc
0,0.3696094335045871,1,1,qsofa,aumc,aumc
0,0.37718370438878634,1,2,qsofa,aumc,aumc
0,0.32420896284768064,1,3,qsofa,aumc,aumc
0,0.3722707577624136,1,4,qsofa,aumc,aumc
0,0.33471461850498774,1,5,qsofa,aumc,aumc
0,0.38743813812891315,1,6,qsofa,aumc,aumc
0,0.33627214782195075,1,7,qsofa,aumc,aumc
0,0.3721755571405787,1,8,qsofa,aumc,aumc
0,0.33011542669480637,1,9,qsofa,aumc,aumc
0,0.38307583185178307,2,0,qsofa,aumc,aumc
0,0.3696094335045871,2,1,qsofa,aumc,aumc
0,0.37718370438878634,2,2,qsofa,aumc,aumc
0,0.32420896284768064,2,3,qsofa,aumc,aumc
0,0.3722707577624136,2,4,qsofa,aumc,aumc
0,0.33471461850498774,2,5,qsofa,aumc,aumc
0,0.38743813812891315,2,6,qsofa,aumc,aumc
0,0.33627214782195075,2,7,qsofa,aumc,aumc
0,0.3721755571405787,2,8,qsofa,aumc,aumc
0,0.33011542669480637,2,9,qsofa,aumc,aumc
0,0.38307583185178307,3,0,qsofa,aumc,aumc
0,0.3696094335045871,3,1,qsofa,aumc,aumc
0,0.37718370438878634,3,2,qsofa,aumc,aumc
0,0.32420896284768064,3,3,qsofa,aumc,aumc
0,0.3722707577624136,3,4,qsofa,aumc,aumc
0,0.33471461850498774,3,5,qsofa,aumc,aumc
0,0.38743813812891315,3,6,qsofa,aumc,aumc
0,0.33627214782195075,3,7,qsofa,aumc,aumc
0,0.3721755571405787,3,8,qsofa,aumc,aumc
0,0.33011542669480637,3,9,qsofa,aumc,aumc
0,0.38307583185178307,4,0,qsofa,aumc,aumc
0,0.3696094335045871,4,1,qsofa,aumc,aumc
0,0.37718370438878634,4,2,qsofa,aumc,aumc
0,0.32420896284768064,4,3,qsofa,aumc,aumc
0,0.3722707577624136,4,4,qsofa,aumc,aumc
0,0.33471461850498774,4,5,qsofa,aumc,aumc
0,0.38743813812891315,4,6,qsofa,aumc,aumc
0,0.33627214782195075,4,7,qsofa,aumc,aumc
0,0.3721755571405787,4,8,qsofa,aumc,aumc
0,0.33011542669480637,4,9,qsofa,aumc,aumc
0,0.336488347643049,2,0,sirs,aumc,aumc
0,0.33785524943849893,2,1,sirs,aumc,aumc
0,0.31955933912613,2,2,sirs,aumc,aumc
0,0.3487689964328572,2,3,sirs,aumc,aumc
0,0.35067906474919286,2,4,sirs,aumc,aumc
0,0.3759632517930058,2,5,sirs,aumc,aumc
0,0.40700398027941487,2,6,sirs,aumc,aumc
0,0.4043746786249587,2,7,sirs,aumc,aumc
0,0.3418870729065151,2,8,sirs,aumc,aumc
0,0.37334525958716325,2,9,sirs,aumc,aumc
0,0.336488347643049,1,0,sirs,aumc,aumc
0,0.33785524943849893,1,1,sirs,aumc,aumc
0,0.31955933912613,1,2,sirs,aumc,aumc
0,0.3487689964328572,1,3,sirs,aumc,aumc
0,0.35067906474919286,1,4,sirs,aumc,aumc
0,0.3759632517930058,1,5,sirs,aumc,aumc
0,0.40700398027941487,1,6,sirs,aumc,aumc
0,0.4043746786249587,1,7,sirs,aumc,aumc
0,0.3418870729065151,1,8,sirs,aumc,aumc
0,0.37334525958716325,1,9,sirs,aumc,aumc
0,0.336488347643049,4,0,sirs,aumc,aumc
0,0.33785524943849893,4,1,sirs,aumc,aumc
0,0.31955933912613,4,2,sirs,aumc,aumc
0,0.3487689964328572,4,3,sirs,aumc,aumc
0,0.35067906474919286,4,4,sirs,aumc,aumc
0,0.3759632517930058,4,5,sirs,aumc,aumc
0,0.40700398027941487,4,6,sirs,aumc,aumc
0,0.4043746786249587,4,7,sirs,aumc,aumc
0,0.3418870729065151,4,8,sirs,aumc,aumc
0,0.37334525958716325,4,9,sirs,aumc,aumc
0,0.336488347643049,0,0,sirs,aumc,aumc
0,0.33785524943849893,0,1,sirs,aumc,aumc
0,0.31955933912613,0,2,sirs,aumc,aumc
0,0.3487689964328572,0,3,sirs,aumc,aumc
0,0.35067906474919286,0,4,sirs,aumc,aumc
0,0.3759632517930058,0,5,sirs,aumc,aumc
0,0.40700398027941487,0,6,sirs,aumc,aumc
0,0.4043746786249587,0,7,sirs,aumc,aumc
0,0.3418870729065151,0,8,sirs,aumc,aumc
0,0.37334525958716325,0,9,sirs,aumc,aumc
0,0.336488347643049,3,0,sirs,aumc,aumc
0,0.33785524943849893,3,1,sirs,aumc,aumc
0,0.31955933912613,3,2,sirs,aumc,aumc
0,0.3487689964328572,3,3,sirs,aumc,aumc
0,0.35067906474919286,3,4,sirs,aumc,aumc
0,0.3759632517930058,3,5,sirs,aumc,aumc
0,0.40700398027941487,3,6,sirs,aumc,aumc
0,0.4043746786249587,3,7,sirs,aumc,aumc
0,0.3418870729065151,3,8,sirs,aumc,aumc
0,0.37334525958716325,3,9,sirs,aumc,aumc
0,0.47182826226848196,0,0,sofa,aumc,aumc
0,0.42668832631284503,0,1,sofa,aumc,aumc
0,0.45597805477651343,0,2,sofa,aumc,aumc
0,0.4730279527865019,0,3,sofa,aumc,aumc
0,0.42962511339253817,0,4,sofa,aumc,aumc
0,0.45130562550795167,0,5,sofa,aumc,aumc
0,0.43705717954945983,0,6,sofa,aumc,aumc
0,0.43279686774350157,0,7,sofa,aumc,aumc
0,0.456772475465707,0,8,sofa,aumc,aumc
0,0.4135490846755146,0,9,sofa,aumc,aumc
0,0.47182826226848196,3,0,sofa,aumc,aumc
0,0.42668832631284503,3,1,sofa,aumc,aumc
0,0.45597805477651343,3,2,sofa,aumc,aumc
0,0.4730279527865019,3,3,sofa,aumc,aumc
0,0.42962511339253817,3,4,sofa,aumc,aumc
0,0.45130562550795167,3,5,sofa,aumc,aumc
0,0.43705717954945983,3,6,sofa,aumc,aumc
0,0.43279686774350157,3,7,sofa,aumc,aumc
0,0.456772475465707,3,8,sofa,aumc,aumc
0,0.4135490846755146,3,9,sofa,aumc,aumc
0,0.47182826226848196,4,0,sofa,aumc,aumc
0,0.42668832631284503,4,1,sofa,aumc,aumc
0,0.45597805477651343,4,2,sofa,aumc,aumc
0,0.4730279527865019,4,3,sofa,aumc,aumc
0,0.42962511339253817,4,4,sofa,aumc,aumc
0,0.45130562550795167,4,5,sofa,aumc,aumc
0,0.43705717954945983,4,6,sofa,aumc,aumc
0,0.43279686774350157,4,7,sofa,aumc,aumc
0,0.456772475465707,4,8,sofa,aumc,aumc
0,0.4135490846755146,4,9,sofa,aumc,aumc
0,0.47182826226848196,1,0,sofa,aumc,aumc
0,0.42668832631284503,1,1,sofa,aumc,aumc
0,0.45597805477651343,1,2,sofa,aumc,aumc
0,0.4730279527865019,1,3,sofa,aumc,aumc
0,0.42962511339253817,1,4,sofa,aumc,aumc
0,0.45130562550795167,1,5,sofa,aumc,aumc
0,0.43705717954945983,1,6,sofa,aumc,aumc
0,0.43279686774350157,1,7,sofa,aumc,aumc
0,0.456772475465707,1,8,sofa,aumc,aumc
0,0.4135490846755146,1,9,sofa,aumc,aumc
0,0.47182826226848196,2,0,sofa,aumc,aumc
0,0.42668832631284503,2,1,sofa,aumc,aumc
0,0.45597805477651343,2,2,sofa,aumc,aumc
0,0.4730279527865019,2,3,sofa,aumc,aumc
0,0.42962511339253817,2,4,sofa,aumc,aumc
0,0.45130562550795167,2,5,sofa,aumc,aumc
0,0.43705717954945983,2,6,sofa,aumc,aumc
0,0.43279686774350157,2,7,sofa,aumc,aumc
0,0.456772475465707,2,8,sofa,aumc,aumc
0,0.4135490846755146,2,9,sofa,aumc,aumc
0,0.3150321490971508,3,0,AttentionModel,aumc,eicu
0,0.32683523179477725,3,1,AttentionModel,aumc,eicu
0,0.31450462099811366,3,2,AttentionModel,aumc,eicu
0,0.33703280944547365,3,3,AttentionModel,aumc,eicu
0,0.32056490573504526,3,4,AttentionModel,aumc,eicu
0,0.3275957753175218,3,5,AttentionModel,aumc,eicu
0,0.3234978970996578,3,6,AttentionModel,aumc,eicu
0,0.32325918685158295,3,7,AttentionModel,aumc,eicu
0,0.33155503011610454,3,8,AttentionModel,aumc,eicu
0,0.32635413300322413,3,9,AttentionModel,aumc,eicu
0,0.31618448704215496,0,0,AttentionModel,aumc,eicu
0,0.3260031944250888,0,1,AttentionModel,aumc,eicu
0,0.3194512381377518,0,2,AttentionModel,aumc,eicu
0,0.34582398810665965,0,3,AttentionModel,aumc,eicu
0,0.32262243026907106,0,4,AttentionModel,aumc,eicu
0,0.32801784834646175,0,5,AttentionModel,aumc,eicu
0,0.330282934083881,0,6,AttentionModel,aumc,eicu
0,0.32465674584739623,0,7,AttentionModel,aumc,eicu
0,0.3384792982551553,0,8,AttentionModel,aumc,eicu
0,0.3302652402367148,0,9,AttentionModel,aumc,eicu
0,0.3409321371900932,1,0,AttentionModel,aumc,eicu
0,0.3542258069510073,1,1,AttentionModel,aumc,eicu
0,0.3396384213939998,1,2,AttentionModel,aumc,eicu
0,0.3663336805078232,1,3,AttentionModel,aumc,eicu
0,0.345739043718757,1,4,AttentionModel,aumc,eicu
0,0.35551485472280037,1,5,AttentionModel,aumc,eicu
0,0.3572702351478,1,6,AttentionModel,aumc,eicu
0,0.35238007387114173,1,7,AttentionModel,aumc,eicu
0,0.3581642456337514,1,8,AttentionModel,aumc,eicu
0,0.35365684748801707,1,9,AttentionModel,aumc,eicu
0,0.31973940715633087,4,0,AttentionModel,aumc,eicu
0,0.3366764010874365,4,1,AttentionModel,aumc,eicu
0,0.3228662845561219,4,2,AttentionModel,aumc,eicu
0,0.3507727694441779,4,3,AttentionModel,aumc,eicu
0,0.3268772367556651,4,4,AttentionModel,aumc,eicu
0,0.3391676124824454,4,5,AttentionModel,aumc,eicu
0,0.33635627432133886,4,6,AttentionModel,aumc,eicu
0,0.33405825458672134,4,7,AttentionModel,aumc,eicu
0,0.3402553482868753,4,8,AttentionModel,aumc,eicu
0,0.3344304122671051,4,9,AttentionModel,aumc,eicu
0,0.31915207108629357,2,0,AttentionModel,aumc,eicu
0,0.33044632252082107,2,1,AttentionModel,aumc,eicu
0,0.3206222386574201,2,2,AttentionModel,aumc,eicu
0,0.3435070432405197,2,3,AttentionModel,aumc,eicu
0,0.3225414367722955,2,4,AttentionModel,aumc,eicu
0,0.3339737126218433,2,5,AttentionModel,aumc,eicu
0,0.33576181146170936,2,6,AttentionModel,aumc,eicu
0,0.3278844327517927,2,7,AttentionModel,aumc,eicu
0,0.34083992251812195,2,8,AttentionModel,aumc,eicu
0,0.33057296458550434,2,9,AttentionModel,aumc,eicu
0,0.3090292799987425,0,0,GRUModel,aumc,eicu
0,0.31751142036051244,0,1,GRUModel,aumc,eicu
0,0.3152480820366057,0,2,GRUModel,aumc,eicu
0,0.3295431571410649,0,3,GRUModel,aumc,eicu
0,0.3171576774452567,0,4,GRUModel,aumc,eicu
0,0.32169253544626897,0,5,GRUModel,aumc,eicu
