,AUPRC,rep,subsample,model,train_dataset,eval_dataset
0,0.28736863806310275,0,5,lr,aumc,mimic
0,0.29479939856622495,0,6,lr,aumc,mimic
0,0.27818106586464436,0,7,lr,aumc,mimic
0,0.28419786188521107,0,8,lr,aumc,mimic
0,0.3012772733317065,0,9,lr,aumc,mimic
0,0.29787520440029064,3,0,lr,aumc,mimic
0,0.29541513802917563,3,1,lr,aumc,mimic
0,0.2949787279276881,3,2,lr,aumc,mimic
0,0.2897390040636676,3,3,lr,aumc,mimic
0,0.29927215447152555,3,4,lr,aumc,mimic
0,0.29495778257863137,3,5,lr,aumc,mimic
0,0.3009541051188701,3,6,lr,aumc,mimic
0,0.2839623611029381,3,7,lr,aumc,mimic
0,0.2865919825276039,3,8,lr,aumc,mimic
0,0.3053190028731454,3,9,lr,aumc,mimic
0,0.25285929501382,2,0,mews,aumc,mimic
0,0.25032400447961967,2,1,mews,aumc,mimic
0,0.24254836398156146,2,2,mews,aumc,mimic
0,0.24841142520736847,2,3,mews,aumc,mimic
0,0.24795443988354482,2,4,mews,aumc,mimic
0,0.2562923635489931,2,5,mews,aumc,mimic
0,0.24766943991280144,2,6,mews,aumc,mimic
0,0.24271760042049922,2,7,mews,aumc,mimic
0,0.24203231381186957,2,8,mews,aumc,mimic
0,0.24959350635903316,2,9,mews,aumc,mimic
0,0.25285929501382,1,0,mews,aumc,mimic
0,0.25032400447961967,1,1,mews,aumc,mimic
0,0.24254836398156146,1,2,mews,aumc,mimic
0,0.24841142520736847,1,3,mews,aumc,mimic
0,0.24795443988354482,1,4,mews,aumc,mimic
0,0.2562923635489931,1,5,mews,aumc,mimic
0,0.24766943991280144,1,6,mews,aumc,mimic
0,0.24271760042049922,1,7,mews,aumc,mimic
0,0.24203231381186957,1,8,mews,aumc,mimic
0,0.24959350635903316,1,9,mews,aumc,mimic
0,0.25285929501382,4,0,mews,aumc,mimic
0,0.25032400447961967,4,1,mews,aumc,mimic
0,0.24254836398156146,4,2,mews,aumc,mimic
0,0.24841142520736847,4,3,mews,aumc,mimic
0,0.24795443988354482,4,4,mews,aumc,mimic
0,0.2562923635489931,4,5,mews,aumc,mimic
0,0.24766943991280144,4,6,mews,aumc,mimic
0,0.24271760042049922,4,7,mews,aumc,mimic
0,0.24203231381186957,4,8,mews,aumc,mimic
0,0.24959350635903316,4,9,mews,aumc,mimic
0,0.25285929501382,0,0,mews,aumc,mimic
0,0.25032400447961967,0,1,mews,aumc,mimic
0,0.24254836398156146,0,2,mews,aumc,mimic
0,0.24841142520736847,0,3,mews,aumc,mimic
0,0.24795443988354482,0,4,mews,aumc,mimic
0,0.2562923635489931,0,5,mews,aumc,mimic
0,0.24766943991280144,0,6,mews,aumc,mimic
0,0.24271760042049922,0,7,mews,aumc,mimic
0,0.24203231381186957,0,8,mews,aumc,mimic
0,0.24959350635903316,0,9,mews,aumc,mimic
0,0.25285929501382,3,0,mews,aumc,mimic
0,0.25032400447961967,3,1,mews,aumc,mimic
0,0.24254836398156146,3,2,mews,aumc,mimic
0,0.24841142520736847,3,3,mews,aumc,mimic
0,0.24795443988354482,3,4,mews,aumc,mimic
0,0.2562923635489931,3,5,mews,aumc,mimic
0,0.24766943991280144,3,6,mews,aumc,mimic
0,0.24271760042049922,3,7,mews,aumc,mimic
0,0.24203231381186957,3,8,mews,aumc,mimic
0,0.24959350635903316,3,9,mews,aumc,mimic
0,0.2738855050751618,1,0,news,aumc,mimic
0,0.2715015255590826,1,1,news,aumc,mimic
0,0.2666523760840149,1,2,news,aumc,mimic
0,0.26854331477823024,1,3,news,aumc,mimic
0,0.2750219017411107,1,4,news,aumc,mimic
0,0.27560733320884223,1,5,news,aumc,mimic
0,0.2714907043165673,1,6,news,aumc,mimic
0,0.26667985065334804,1,7,news,aumc,mimic
0,0.2671671561259833,1,8,news,aumc,mimic
0,0.2752389355979822,1,9,news,aumc,mimic
0,0.2738855050751618,2,0,news,aumc,mimic
0,0.2715015255590826,2,1,news,aumc,mimic
0,0.2666523760840149,2,2,news,aumc,mimic
0,0.26854331477823024,2,3,news,aumc,mimic
0,0.2750219017411107,2,4,news,aumc,mimic
0,0.27560733320884223,2,5,news,aumc,mimic
0,0.2714907043165673,2,6,news,aumc,mimic
0,0.26667985065334804,2,7,news,aumc,mimic
0,0.2671671561259833,2,8,news,aumc,mimic
0,0.2752389355979822,2,9,news,aumc,mimic
0,0.2738855050751618,4,0,news,aumc,mimic
0,0.2715015255590826,4,1,news,aumc,mimic
0,0.2666523760840149,4,2,news,aumc,mimic
0,0.26854331477823024,4,3,news,aumc,mimic
0,0.2750219017411107,4,4,news,aumc,mimic
0,0.27560733320884223,4,5,news,aumc,mimic
0,0.2714907043165673,4,6,news,aumc,mimic
0,0.26667985065334804,4,7,news,aumc,mimic
0,0.2671671561259833,4,8,news,aumc,mimic
0,0.2752389355979822,4,9,news,aumc,mimic
0,0.2738855050751618,3,0,news,aumc,mimic
0,0.2715015255590826,3,1,news,aumc,mimic
0,0.2666523760840149,3,2,news,aumc,mimic
0,0.26854331477823024,3,3,news,aumc,mimic
0,0.2750219017411107,3,4,news,aumc,mimic
0,0.27560733320884223,3,5,news,aumc,mimic
0,0.2714907043165673,3,6,news,aumc,mimic
0,0.26667985065334804,3,7,news,aumc,mimic
0,0.2671671561259833,3,8,news,aumc,mimic
0,0.2752389355979822,3,9,news,aumc,mimic
0,0.2738855050751618,0,0,news,aumc,mimic
0,0.2715015255590826,0,1,news,aumc,mimic
0,0.2666523760840149,0,2,news,aumc,mimic
0,0.26854331477823024,0,3,news,aumc,mimic
0,0.2750219017411107,0,4,news,aumc,mimic
0,0.27560733320884223,0,5,news,aumc,mimic
0,0.2714907043165673,0,6,news,aumc,mimic
0,0.26667985065334804,0,7,news,aumc,mimic
0,0.2671671561259833,0,8,news,aumc,mimic
0,0.2752389355979822,0,9,news,aumc,mimic
0,0.23667672626445688,1,0,qsofa,aumc,mimic
0,0.2200101040790826,1,1,qsofa,aumc,mimic
0,0.22363320754775634,1,2,qsofa,aumc,mimic
0,0.22712077871204472,1,3,qsofa,aumc,mimic
0,0.23940138911064723,1,4,qsofa,aumc,mimic
0,0.22767334659643018,1,5,qsofa,aumc,mimic
0,0.24732950487202865,1,6,qsofa,aumc,mimic
0,0.23483730225186458,1,7,qsofa,aumc,mimic
0,0.23716814155309177,1,8,qsofa,aumc,mimic
0,0.22548464752494074,1,9,qsofa,aumc,mimic
0,0.23667672626445688,4,0,qsofa,aumc,mimic
0,0.2200101040790826,4,1,qsofa,aumc,mimic
0,0.22363320754775634,4,2,qsofa,aumc,mimic
0,0.22712077871204472,4,3,qsofa,aumc,mimic
0,0.23940138911064723,4,4,qsofa,aumc,mimic
0,0.22767334659643018,4,5,qsofa,aumc,mimic
0,0.24732950487202865,4,6,qsofa,aumc,mimic
0,0.23483730225186458,4,7,qsofa,aumc,mimic
0,0.23716814155309177,4,8,qsofa,aumc,mimic
0,0.22548464752494074,4,9,qsofa,aumc,mimic
0,0.23667672626445688,0,0,qsofa,aumc,mimic
0,0.2200101040790826,0,1,qsofa,aumc,mimic
0,0.22363320754775634,0,2,qsofa,aumc,mimic
0,0.22712077871204472,0,3,qsofa,aumc,mimic
0,0.23940138911064723,0,4,qsofa,aumc,mimic
0,0.22767334659643018,0,5,qsofa,aumc,mimic
0,0.24732950487202865,0,6,qsofa,aumc,mimic
0,0.23483730225186458,0,7,qsofa,aumc,mimic
0,0.23716814155309177,0,8,qsofa,aumc,mimic
0,0.22548464752494074,0,9,qsofa,aumc,mimic
0,0.23667672626445688,3,0,qsofa,aumc,mimic
0,0.2200101040790826,3,1,qsofa,aumc,mimic
0,0.22363320754775634,3,2,qsofa,aumc,mimic
0,0.22712077871204472,3,3,qsofa,aumc,mimic
0,0.23940138911064723,3,4,qsofa,aumc,mimic
0,0.22767334659643018,3,5,qsofa,aumc,mimic
0,0.24732950487202865,3,6,qsofa,aumc,mimic
0,0.23483730225186458,3,7,qsofa,aumc,mimic
0,0.23716814155309177,3,8,qsofa,aumc,mimic
0,0.22548464752494074,3,9,qsofa,aumc,mimic
0,0.23667672626445688,2,0,qsofa,aumc,mimic
0,0.2200101040790826,2,1,qsofa,aumc,mimic
0,0.22363320754775634,2,2,qsofa,aumc,mimic
0,0.22712077871204472,2,3,qsofa,aumc,mimic
0,0.23940138911064723,2,4,qsofa,aumc,mimic
0,0.22767334659643018,2,5,qsofa,aumc,mimic
0,0.24732950487202865,2,6,qsofa,aumc,mimic
0,0.23483730225186458,2,7,qsofa,aumc,mimic
0,0.23716814155309177,2,8,qsofa,aumc,mimic
0,0.22548464752494074,2,9,qsofa,aumc,mimic
0,0.34931939196389944,4,0,sirs,aumc,mimic
0,0.34064235765121254,4,1,sirs,aumc,mimic
0,0.3270431815284218,4,2,sirs,aumc,mimic
0,0.34121717008488994,4,3,sirs,aumc,mimic
0,0.34505306290505233,4,4,sirs,aumc,mimic
0,0.3431386904721061,4,5,sirs,aumc,mimic
0,0.3407657969049432,4,6,sirs,aumc,mimic
0,0.33814453909175474,4,7,sirs,aumc,mimic
0,0.3449948702382163,4,8,sirs,aumc,mimic
0,0.3362105045991251,4,9,sirs,aumc,mimic
0,0.34931939196389944,2,0,sirs,aumc,mimic
0,0.34064235765121254,2,1,sirs,aumc,mimic
0,0.3270431815284218,2,2,sirs,aumc,mimic
0,0.34121717008488994,2,3,sirs,aumc,mimic
0,0.34505306290505233,2,4,sirs,aumc,mimic
0,0.3431386904721061,2,5,sirs,aumc,mimic
0,0.3407657969049432,2,6,sirs,aumc,mimic
0,0.33814453909175474,2,7,sirs,aumc,mimic
0,0.3449948702382163,2,8,sirs,aumc,mimic
0,0.3362105045991251,2,9,sirs,aumc,mimic
0,0.34931939196389944,0,0,sirs,aumc,mimic
0,0.34064235765121254,0,1,sirs,aumc,mimic
0,0.3270431815284218,0,2,sirs,aumc,mimic
0,0.34121717008488994,0,3,sirs,aumc,mimic
0,0.34505306290505233,0,4,sirs,aumc,mimic
0,0.3431386904721061,0,5,sirs,aumc,mimic
0,0.3407657969049432,0,6,sirs,aumc,mimic
0,0.33814453909175474,0,7,sirs,aumc,mimic
0,0.3449948702382163,0,8,sirs,aumc,mimic
0,0.3362105045991251,0,9,sirs,aumc,mimic
0,0.34931939196389944,3,0,sirs,aumc,mimic
0,0.34064235765121254,3,1,sirs,aumc,mimic
0,0.3270431815284218,3,2,sirs,aumc,mimic
0,0.34121717008488994,3,3,sirs,aumc,mimic
0,0.34505306290505233,3,4,sirs,aumc,mimic
0,0.3431386904721061,3,5,sirs,aumc,mimic
0,0.3407657969049432,3,6,sirs,aumc,mimic
0,0.33814453909175474,3,7,sirs,aumc,mimic
0,0.3449948702382163,3,8,sirs,aumc,mimic
0,0.3362105045991251,3,9,sirs,aumc,mimic
0,0.34931939196389944,1,0,sirs,aumc,mimic
0,0.34064235765121254,1,1,sirs,aumc,mimic
0,0.3270431815284218,1,2,sirs,aumc,mimic
0,0.34121717008488994,1,3,sirs,aumc,mimic
0,0.34505306290505233,1,4,sirs,aumc,mimic
0,0.3431386904721061,1,5,sirs,aumc,mimic
0,0.3407657969049432,1,6,sirs,aumc,mimic
0,0.33814453909175474,1,7,sirs,aumc,mimic
0,0.3449948702382163,1,8,sirs,aumc,mimic
0,0.3362105045991251,1,9,sirs,aumc,mimic
0,0.28025576686129244,3,0,sofa,aumc,mimic
0,0.28296732514333783,3,1,sofa,aumc,mimic
0,0.2793575641186141,3,2,sofa,aumc,mimic
0,0.2740669159884188,3,3,sofa,aumc,mimic
0,0.27716034898465003,3,4,sofa,aumc,mimic
0,0.2830554821548058,3,5,sofa,aumc,mimic
0,0.28355222037527555,3,6,sofa,aumc,mimic
0,0.27294378359251964,3,7,sofa,aumc,mimic
0,0.28514269515868534,3,8,sofa,aumc,mimic
0,0.28877781801674185,3,9,sofa,aumc,mimic
0,0.28025576686129244,1,0,sofa,aumc,mimic
0,0.28296732514333783,1,1,sofa,aumc,mimic
0,0.2793575641186141,1,2,sofa,aumc,mimic
0,0.2740669159884188,1,3,sofa,aumc,mimic
0,0.27716034898465003,1,4,sofa,aumc,mimic
0,0.2830554821548058,1,5,sofa,aumc,mimic
0,0.28355222037527555,1,6,sofa,aumc,mimic
0,0.27294378359251964,1,7,sofa,aumc,mimic
0,0.28514269515868534,1,8,sofa,aumc,mimic
0,0.28877781801674185,1,9,sofa,aumc,mimic
0,0.28025576686129244,2,0,sofa,aumc,mimic
0,0.28296732514333783,2,1,sofa,aumc,mimic
0,0.2793575641186141,2,2,sofa,aumc,mimic
0,0.2740669159884188,2,3,sofa,aumc,mimic
0,0.27716034898465003,2,4,sofa,aumc,mimic
0,0.2830554821548058,2,5,sofa,aumc,mimic
0,0.28355222037527555,2,6,sofa,aumc,mimic
0,0.27294378359251964,2,7,sofa,aumc,mimic
0,0.28514269515868534,2,8,sofa,aumc,mimic
0,0.28877781801674185,2,9,sofa,aumc,mimic
0,0.28025576686129244,0,0,sofa,aumc,mimic
0,0.28296732514333783,0,1,sofa,aumc,mimic
0,0.2793575641186141,0,2,sofa,aumc,mimic
0,0.2740669159884188,0,3,sofa,aumc,mimic
0,0.27716034898465003,0,4,sofa,aumc,mimic
0,0.2830554821548058,0,5,sofa,aumc,mimic
0,0.28355222037527555,0,6,sofa,aumc,mimic
0,0.27294378359251964,0,7,sofa,aumc,mimic
0,0.28514269515868534,0,8,sofa,aumc,mimic
0,0.28877781801674185,0,9,sofa,aumc,mimic
0,0.28025576686129244,4,0,sofa,aumc,mimic
0,0.28296732514333783,4,1,sofa,aumc,mimic
0,0.2793575641186141,4,2,sofa,aumc,mimic
0,0.2740669159884188,4,3,sofa,aumc,mimic
0,0.27716034898465003,4,4,sofa,aumc,mimic
0,0.2830554821548058,4,5,sofa,aumc,mimic
0,0.28355222037527555,4,6,sofa,aumc,mimic
0,0.27294378359251964,4,7,sofa,aumc,mimic
0,0.28514269515868534,4,8,sofa,aumc,mimic
0,0.28877781801674185,4,9,sofa,aumc,mimic
0,0.37285544398489884,2,0,AttentionModel,eicu,aumc
0,0.36322593234203326,2,1,AttentionModel,eicu,aumc
0,0.3753340054502202,2,2,AttentionModel,eicu,aumc
0,0.4014226623586517,2,3,AttentionModel,eicu,aumc
0,0.3854128859074952,2,4,AttentionModel,eicu,aumc
0,0.37374386894642286,2,5,AttentionModel,eicu,aumc
0,0.35563882582798345,2,6,AttentionModel,eicu,aumc
0,0.4117179422867568,2,7,AttentionModel,eicu,aumc
0,0.36630823881328867,2,8,AttentionModel,eicu,aumc
0,0.35362100728793655,2,9,AttentionModel,eicu,aumc
0,0.37217961579854675,1,0,AttentionModel,eicu,aumc
0,0.37501307387597405,1,1,AttentionModel,eicu,aumc
0,0.38303798762215446,1,2,AttentionModel,eicu,aumc
0,0.4199002957373402,1,3,AttentionModel,eicu,aumc
0,0.39087317670613225,1,4,AttentionModel,eicu,aumc
0,0.38780963599912144,1,5,AttentionModel,eicu,aumc
0,0.3774294362970022,1,6,AttentionModel,eicu,aumc
0,0.42638070323789634,1,7,AttentionModel,eicu,aumc
0,0.35753260957253463,1,8,AttentionModel,eicu,aumc
0,0.3598201673605941,1,9,AttentionModel,eicu,aumc
0,0.38719951840872235,0,0,AttentionModel,eicu,aumc
0,0.3817094497912587,0,1,AttentionModel,eicu,aumc
0,0.3928121406268108,0,2,AttentionModel,eicu,aumc
0,0.43413837106735287,0,3,AttentionModel,eicu,aumc
0,0.40786427996295715,0,4,AttentionModel,eicu,aumc
0,0.4069886822383425,0,5,AttentionModel,eicu,aumc
0,0.362681551011533,0,6,AttentionModel,eicu,aumc
0,0.42129067625336414,0,7,AttentionModel,eicu,aumc
0,0.36964471938310095,0,8,AttentionModel,eicu,aumc
0,0.3713481924291345,0,9,AttentionModel,eicu,aumc
0,0.40230822662792065,3,0,AttentionModel,eicu,aumc
0,0.39577423201481376,3,1,AttentionModel,eicu,aumc
0,0.4040700431284996,3,2,AttentionModel,eicu,aumc
0,0.4355362958409084,3,3,AttentionModel,eicu,aumc
0,0.4317590927819111,3,4,AttentionModel,eicu,aumc
0,0.42207068627019906,3,5,AttentionModel,eicu,aumc
0,0.3858631601706926,3,6,AttentionModel,eicu,aumc
0,0.4198618353092415,3,7,AttentionModel,eicu,aumc
0,0.3960479350761895,3,8,AttentionModel,eicu,aumc
0,0.3696146672744778,3,9,AttentionModel,eicu,aumc
0,0.43432881223950004,4,0,AttentionModel,eicu,aumc
0,0.41144648823255303,4,1,AttentionModel,eicu,aumc
0,0.42984589627653624,4,2,AttentionModel,eicu,aumc
0,0.4481771112251665,4,3,AttentionModel,eicu,aumc
0,0.43500439640854527,4,4,AttentionModel,eicu,aumc
0,0.438216536115385,4,5,AttentionModel,eicu,aumc
0,0.41281769282069125,4,6,AttentionModel,eicu,aumc
0,0.4438589991597357,4,7,AttentionModel,eicu,aumc
0,0.43693491866690437,4,8,AttentionModel,eicu,aumc
0,0.40184343822024726,4,9,AttentionModel,eicu,aumc
0,0.3529399810826115,1,0,GRUModel,eicu,aumc
0,0.33605465804064927,1,1,GRUModel,eicu,aumc
0,0.3590344156186856,1,2,GRUModel,eicu,aumc
0,0.3640714777164459,1,3,GRUModel,eicu,aumc
0,0.35601822718347365,1,4,GRUModel,eicu,aumc
0,0.37076421550404925,1,5,GRUModel,eicu,aumc
0,0.35168872172599375,1,6,GRUModel,eicu,aumc
0,0.3533883230945395,1,7,GRUModel,eicu,aumc
0,0.35225605417081096,1,8,GRUModel,eicu,aumc
0,0.3327001407704433,1,9,GRUModel,eicu,aumc
0,0.3532774247332502,2,0,GRUModel,eicu,aumc
0,0.32549457902399487,2,1,GRUModel,eicu,aumc
0,0.3478900339755014,2,2,GRUModel,eicu,aumc
0,0.3742967793382045,2,3,GRUModel,eicu,aumc
0,0.3530488131211199,2,4,GRUModel,eicu,aumc
0,0.3595138129968177,2,5,GRUModel,eicu,aumc
0,0.3619499373929924,2,6,GRUModel,eicu,aumc
0,0.370324015010428,2,7,GRUModel,eicu,aumc
0,0.35116408106590247,2,8,GRUModel,eicu,aumc
0,0.35440934226332044,2,9,GRUModel,eicu,aumc
0,0.45234394646822396,0,0,GRUModel,eicu,aumc
0,0.399612844216376,0,1,GRUModel,eicu,aumc
0,0.44850652936516755,0,2,GRUModel,eicu,aumc
0,0.4738180892589485,0,3,GRUModel,eicu,aumc
0,0.438706083779726,0,4,GRUModel,eicu,aumc
0,0.4379146655291444,0,5,GRUModel,eicu,aumc
0,0.43063472985659657,0,6,GRUModel,eicu,aumc
0,0.47802899258422826,0,7,GRUModel,eicu,aumc
0,0.41068474835273505,0,8,GRUModel,eicu,aumc
0,0.41997831735221147,0,9,GRUModel,eicu,aumc
0,0.40188515296507354,4,0,GRUModel,eicu,aumc
0,0.4153767578747226,4,1,GRUModel,eicu,aumc
0,0.4123031185062308,4,2,GRUModel,eicu,aumc
0,0.4148307431950107,4,3,GRUModel,eicu,aumc
0,0.41410488667834133,4,4,GRUModel,eicu,aumc
0,0.40172908094236803,4,5,GRUModel,eicu,aumc
0,0.42506376513059363,4,6,GRUModel,eicu,aumc
0,0.4230820480084365,4,7,GRUModel,eicu,aumc
0,0.4049771994659993,4,8,GRUModel,eicu,aumc
0,0.3778793571350896,4,9,GRUModel,eicu,aumc
0,0.3870953346128451,3,0,GRUModel,eicu,aumc
0,0.36990440848035566,3,1,GRUModel,eicu,aumc
0,0.40836116166127256,3,2,GRUModel,eicu,aumc
0,0.4213312320608582,3,3,GRUModel,eicu,aumc
0,0.3954287660809803,3,4,GRUModel,eicu,aumc
0,0.40422537659641533,3,5,GRUModel,eicu,aumc
0,0.4044366608607277,3,6,GRUModel,eicu,aumc
0,0.4121758355128052,3,7,GRUModel,eicu,aumc
0,0.3980972171761912,3,8,GRUModel,eicu,aumc
0,0.39978729426500925,3,9,GRUModel,eicu,aumc
0,0.37079399925517165,1,0,lgbm,eicu,aumc
0,0.35429496687299356,1,1,lgbm,eicu,aumc
0,0.3403083930120454,1,2,lgbm,eicu,aumc
0,0.37712667205216943,1,3,lgbm,eicu,aumc
0,0.3459034296964198,1,4,lgbm,eicu,aumc
0,0.3517073994108051,1,5,lgbm,eicu,aumc
0,0.3798249695897831,1,6,lgbm,eicu,aumc
0,0.36799017719849975,1,7,lgbm,eicu,aumc
0,0.3299237400525714,1,8,lgbm,eicu,aumc
0,0.3332153555238954,1,9,lgbm,eicu,aumc
0,0.39832363373087243,4,0,lgbm,eicu,aumc
0,0.3869761851954727,4,1,lgbm,eicu,aumc
0,0.3680189919701844,4,2,lgbm,eicu,aumc
0,0.41349055679045954,4,3,lgbm,eicu,aumc
0,0.3873848972793754,4,4,lgbm,eicu,aumc
0,0.3811362806902324,4,5,lgbm,eicu,aumc
0,0.4089652890050276,4,6,lgbm,eicu,aumc
0,0.39178585639354924,4,7,lgbm,eicu,aumc
0,0.3755148158067956,4,8,lgbm,eicu,aumc
0,0.37344705018174473,4,9,lgbm,eicu,aumc
0,0.3688018368274806,0,0,lgbm,eicu,aumc
0,0.3638802526233291,0,1,lgbm,eicu,aumc
0,0.3471867799234498,0,2,lgbm,eicu,aumc
0,0.3874272126478198,0,3,lgbm,eicu,aumc
0,0.3570381531111594,0,4,lgbm,eicu,aumc
0,0.35224045863100684,0,5,lgbm,eicu,aumc
0,0.3882869312073553,0,6,lgbm,eicu,aumc
0,0.3775317180825671,0,7,lgbm,eicu,aumc
0,0.3375105628827777,0,8,lgbm,eicu,aumc
0,0.3523540349783394,0,9,lgbm,eicu,aumc
0,0.3937811246483085,3,0,lgbm,eicu,aumc
0,0.3754391429426145,3,1,lgbm,eicu,aumc
0,0.3612874291773701,3,2,lgbm,eicu,aumc
0,0.40828834458574637,3,3,lgbm,eicu,aumc
0,0.3754656473650528,3,4,lgbm,eicu,aumc
0,0.3708154781601283,3,5,lgbm,eicu,aumc
0,0.4084490853421223,3,6,lgbm,eicu,aumc
0,0.4047431327563959,3,7,lgbm,eicu,aumc
0,0.3694036043743402,3,8,lgbm,eicu,aumc
0,0.3704536698472988,3,9,lgbm,eicu,aumc
0,0.38050940207702294,2,0,lgbm,eicu,aumc
0,0.3794237748762208,2,1,lgbm,eicu,aumc
0,0.36643368488411804,2,2,lgbm,eicu,aumc
0,0.40227472288841826,2,3,lgbm,eicu,aumc
0,0.37303544850832254,2,4,lgbm,eicu,aumc
0,0.3766688667417555,2,5,lgbm,eicu,aumc
0,0.40281950484208295,2,6,lgbm,eicu,aumc
0,0.3955251461522802,2,7,lgbm,eicu,aumc
0,0.3605300603843519,2,8,lgbm,eicu,aumc
0,0.36186844001845087,2,9,lgbm,eicu,aumc
0,0.3124337981616283,2,0,lr,eicu,aumc
0,0.3268824635396186,2,1,lr,eicu,aumc
0,0.32261092678388376,2,2,lr,eicu,aumc
0,0.3422034036728836,2,3,lr,eicu,aumc
0,0.3108511625517135,2,4,lr,eicu,aumc
0,0.30483033396300663,2,5,lr,eicu,aumc
0,0.31603555587251264,2,6,lr,eicu,aumc
0,0.32353912117904393,2,7,lr,eicu,aumc
0,0.30309531819320507,2,8,lr,eicu,aumc
0,0.30203392047608074,2,9,lr,eicu,aumc
0,0.33949069062478665,1,0,lr,eicu,aumc
0,0.35461756389940213,1,1,lr,eicu,aumc
0,0.3823177552426805,1,2,lr,eicu,aumc
0,0.3642572766799409,1,3,lr,eicu,aumc
0,0.3413911503363828,1,4,lr,eicu,aumc
0,0.3429272611792799,1,5,lr,eicu,aumc
0,0.35240296557912676,1,6,lr,eicu,aumc
0,0.3708177997855835,1,7,lr,eicu,aumc
0,0.33201151279059554,1,8,lr,eicu,aumc
0,0.3268452100751149,1,9,lr,eicu,aumc
0,0.33475436722895235,4,0,lr,eicu,aumc
0,0.35708033420408736,4,1,lr,eicu,aumc
0,0.37482075977529433,4,2,lr,eicu,aumc
0,0.36385868006580024,4,3,lr,eicu,aumc
0,0.33982796087963846,4,4,lr,eicu,aumc
0,0.34957423778295604,4,5,lr,eicu,aumc
0,0.3415226143444442,4,6,lr,eicu,aumc
0,0.3717652254921438,4,7,lr,eicu,aumc
0,0.3270517333676628,4,8,lr,eicu,aumc
0,0.32526161270981374,4,9,lr,eicu,aumc
0,0.33948066866769894,0,0,lr,eicu,aumc
0,0.3496561995996163,0,1,lr,eicu,aumc
0,0.3636201858059418,0,2,lr,eicu,aumc
0,0.37521291499565634,0,3,lr,eicu,aumc
0,0.3481194054858396,0,4,lr,eicu,aumc
0,0.3450638727156178,0,5,lr,eicu,aumc
0,0.353455466766353,0,6,lr,eicu,aumc
0,0.3602821696918054,0,7,lr,eicu,aumc
0,0.32707121145267404,0,8,lr,eicu,aumc
0,0.32541029892146944,0,9,lr,eicu,aumc
0,0.35995014656822766,3,0,lr,eicu,aumc
0,0.3774535891237569,3,1,lr,eicu,aumc
0,0.4036934934605634,3,2,lr,eicu,aumc
0,0.3820045841277928,3,3,lr,eicu,aumc
0,0.3675274093485891,3,4,lr,eicu,aumc
0,0.3512617027191105,3,5,lr,eicu,aumc
0,0.3668281330819529,3,6,lr,eicu,aumc
0,0.3878537510132723,3,7,lr,eicu,aumc
0,0.3522449057780308,3,8,lr,eicu,aumc
0,0.34606038721904736,3,9,lr,eicu,aumc
0,0.43431712678759615,2,0,mews,eicu,aumc
0,0.4203931845397901,2,1,mews,eicu,aumc
0,0.42667096790616554,2,2,mews,eicu,aumc
0,0.4401336761736374,2,3,mews,eicu,aumc
0,0.4147120599707995,2,4,mews,eicu,aumc
0,0.3897786048868409,2,5,mews,eicu,aumc
0,0.4243550650765874,2,6,mews,eicu,aumc
0,0.41113915398398154,2,7,mews,eicu,aumc
0,0.41433584087410286,2,8,mews,eicu,aumc
0,0.384417846303426,2,9,mews,eicu,aumc
0,0.43431712678759615,4,0,mews,eicu,aumc
0,0.4203931845397901,4,1,mews,eicu,aumc
0,0.42667096790616554,4,2,mews,eicu,aumc
0,0.4401336761736374,4,3,mews,eicu,aumc
0,0.4147120599707995,4,4,mews,eicu,aumc
0,0.3897786048868409,4,5,mews,eicu,aumc
0,0.4243550650765874,4,6,mews,eicu,aumc
0,0.41113915398398154,4,7,mews,eicu,aumc
0,0.41433584087410286,4,8,mews,eicu,aumc
0,0.384417846303426,4,9,mews,eicu,aumc
0,0.43431712678759615,0,0,mews,eicu,aumc
0,0.4203931845397901,0,1,mews,eicu,aumc
0,0.42667096790616554,0,2,mews,eicu,aumc
0,0.4401336761736374,0,3,mews,eicu,aumc
0,0.4147120599707995,0,4,mews,eicu,aumc
0,0.3897786048868409,0,5,mews,eicu,aumc
0,0.4243550650765874,0,6,mews,eicu,aumc
0,0.41113915398398154,0,7,mews,eicu,aumc
0,0.41433584087410286,0,8,mews,eicu,aumc
0,0.384417846303426,0,9,mews,eicu,aumc
0,0.43431712678759615,3,0,mews,eicu,aumc
0,0.4203931845397901,3,1,mews,eicu,aumc
0,0.42667096790616554,3,2,mews,eicu,aumc
0,0.4401336761736374,3,3,mews,eicu,aumc
0,0.4147120599707995,3,4,mews,eicu,aumc
0,0.3897786048868409,3,5,mews,eicu,aumc
0,0.4243550650765874,3,6,mews,eicu,aumc
0,0.41113915398398154,3,7,mews,eicu,aumc
0,0.41433584087410286,3,8,mews,eicu,aumc
0,0.384417846303426,3,9,mews,eicu,aumc
0,0.43431712678759615,1,0,mews,eicu,aumc
0,0.4203931845397901,1,1,mews,eicu,aumc
0,0.42667096790616554,1,2,mews,eicu,aumc
0,0.4401336761736374,1,3,mews,eicu,aumc
0,0.4147120599707995,1,4,mews,eicu,aumc
0,0.3897786048868409,1,5,mews,eicu,aumc
0,0.4243550650765874,1,6,mews,eicu,aumc
0,0.41113915398398154,1,7,mews,eicu,aumc
0,0.41433584087410286,1,8,mews,eicu,aumc
