,AUC,rep,subsample,model,train_dataset,eval_dataset
0,0.7181082580680223,3,0,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.730048466060282,3,1,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7196135698999955,3,2,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7132474018835679,3,3,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7138436923197494,3,4,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.703552889976037,3,5,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.6823692101314336,3,6,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7053479607614174,3,7,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7109577686460731,3,8,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7080612231820886,3,9,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7188744599050736,1,0,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7255696331423658,1,1,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7179514075309072,1,2,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7116850632554093,1,3,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7130005614710334,1,4,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7051173637359441,1,5,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.6852070014917891,1,6,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7024127630116224,1,7,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7096062007927127,1,8,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7063616435007958,1,9,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7265174614285017,0,0,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7322399030386115,0,1,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7203051295691182,0,2,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7181615660841266,0,3,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.714989895107898,0,4,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7136131147143522,0,5,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.6894014830507582,0,6,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7043062789495058,0,7,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.711454431590339,0,8,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7112095871702073,0,9,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7178372808968279,2,0,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7285833000341586,2,1,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.719460445487677,2,2,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7109796127391057,2,3,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.717930055355077,2,4,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7051980637130877,2,5,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.6832747586280443,2,6,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7017585753091133,2,7,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7107350757015514,2,8,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7085094116505026,2,9,AttentionModel,MIMIC+AUMC+EICU,hirid
0,0.7488875644242692,3,0,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7585647018841396,3,1,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7569720994942113,3,2,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.762446248370727,3,3,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7595315604038783,3,4,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7600078259480005,3,5,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7653601052542414,3,6,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7600185987094841,3,7,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7653716387104044,3,8,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7628368975896778,3,9,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7505269833007318,4,0,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7626481909538401,4,1,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7602620016147097,4,2,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7638139050731143,4,3,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7627123123089052,4,4,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7628505551144413,4,5,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7654460163241777,4,6,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7629402400769165,4,7,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.768658955754583,4,8,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7646063007593988,4,9,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7500070405751431,0,0,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7637057975486938,0,1,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7580211054055938,0,2,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7648904462634821,0,3,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7606524836174773,0,4,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7633017536722848,0,5,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7645988604302731,0,6,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7638530208999336,0,7,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7677973097409903,0,8,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.763800465982583,0,9,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7685289810108982,1,0,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7771400311864555,1,1,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7754639687978029,1,2,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7799298326522618,1,3,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7776093829117892,1,4,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7777673484161021,1,5,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7822155533499944,1,6,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7815446369969572,1,7,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7824986360328952,1,8,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7788608780473885,1,9,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7578619024404525,2,0,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7701593269099594,2,1,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7648913952425241,2,2,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7704261371102521,2,3,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7669365414848714,2,4,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7698380589844628,2,5,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7698832013892594,2,6,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7694968238831722,2,7,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7731895168720035,2,8,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.7682813949313338,2,9,AttentionModel,MIMIC+Hirid+AUMC,eicu
0,0.8231387287347258,0,0,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8113209931107948,0,1,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8154179121211738,0,2,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8280558211578197,0,3,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8190198838397611,0,4,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.824128141639628,0,5,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8162848878260834,0,6,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8240622747618397,0,7,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8148771036745269,0,8,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8173259032998492,0,9,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8113836098976963,2,0,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8056492669413768,2,1,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8098723661999174,2,2,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8208240890735077,2,3,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8127280770125848,2,4,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8189462072630572,2,5,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8091840419008595,2,6,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8161961193719667,2,7,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8066711133243026,2,8,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8133368222204604,2,9,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8097903997473159,3,0,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8099053877894662,3,1,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8047449269744921,3,2,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8172878382528985,3,3,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8076946380787946,3,4,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8193805081260529,3,5,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8107937229343005,3,6,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8151715150321379,3,7,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8032945875347982,3,8,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.806047378528992,3,9,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8162033879905094,1,0,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8172896824127244,1,1,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.816465496163862,1,2,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8271853152046633,1,3,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.816316582132825,1,4,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8222053940812837,1,5,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8125456101917033,1,6,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.820659651989137,1,7,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8154597740274196,1,8,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.815732000139473,1,9,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.7901002976952091,4,0,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.7889086301530106,4,1,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.7873029658398072,4,2,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8004186296789866,4,3,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.8011109406063848,4,4,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.801196013638665,4,5,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.7909431588262574,4,6,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.796945768061441,4,7,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.7874878734967692,4,8,AttentionModel,MIMIC+Hirid+EICU,aumc
0,0.791886506944787,4,9,AttentionModel,MIMIC+Hirid+EICU,aumc
